LIB_CODE,LIB_NAME,DIVISION,ZIP_CODE,TEL,FAX,ADDRESS,E_MAIL,HOMEPAGE
131053,황금똥도서관,,689-852,052-211-4200,,울산 울주군 범서읍 구영리 373-5번지 1층,chamed1@hanmail.net,
131054,유곡푸르지오책마루도서관,,681-310,052-212-0014,052-211-7896,울산 중구 유곡동 69번지 유곡푸르지오아파트,lmj1396@hanmail.net,
131055,남외푸르지오2차문고,,681-726,052-286-5551,052-286-5552,울산 중구 남외동 대우푸르지오2차아파트 201-209,pwo9616d@naver.com,
131056,명촌어린이도서관,,44254,052-241-7461,052-241-7469,울산광역시 북구 명촌12길 11,saver9534@korea.kr,
131057,양정작은도서관 달팽이,,683-380,052-288-3709,070-8818-6909,울산 북구 양정동 440-1번지 (1층) 양정작은도서관 달팽이,nitro86@naver.com,
131058,해오름작은도서관(울산),,681-270,052-295-4332,,울산 중구 남외로 88,cwlim3147@naver.com,
131059,엠코 가온누리 작은도서관,,683-803,052-292-2774,,울산광역시 북구 신천소공원로 15 108동 앞 가온누리도서관,think-1021@daum.net,
131060,효성삼환쉼터,,683-760,052-288-1866,052-287-5536,울산 북구 화봉동 효성삼환아파트 관리사무소,orang01@paran.com,
131061,극동푸른작은도서관,,683-790,052-285-3340,052-293-5073,울산 북구 신천동 극동스타클래스아파트 (101~111동),pny9932@naver.com,
131062,우암작은도서관ⓧ,,681-250,052-290-4643,,울산 중구 당산5길 41(우정동),pjh9901@korea.kr,http://www.junggu.ulsan.kr/dong/dong09/index.php
131063,바른아이어린이도서관,,680-810,052-249-3695,052-249-3696,울산 남구 무거동 1431-2번지 바른아이어린이도서관,jeongjeonggyo@yahoo.co.kr,
131064,신선산휴먼빌도서관,,680-819,052-276-1030,052-276-1411,울산 남구 선암동 589-1,kims486@hanmail.net,
131065,야음롯데캐슬문고,,680-796,052-265-4747,052-256-7200,울산 남구 야음동 롯데캐슬1단지아파트 (101~115동),rim6909@naver.com,
131066,꿈나무 도서관(울산),,44938,052-264-8495,052-264-8496,"울산광역시 울주군 언양읍 북문8길 17, 언양동부주공아파트 관리사무소(언양동부주공아파트)",my09145@korea.com,
131067,다난작은도서관,,681-340,052-290-4683,052-290-4689,울산광역시 중구 운곡길 6(다운동),jshong001@korea.kr,
131068,햇살작은도서관,,683-792,010-9236-0923,,울산 북구 중산동 신한디아체아파트 (101~207동),young1031@daum.net,
131069,남구 영유아플라자 도서관,,680-805,,,울산 남구 달동 1322-9,un2569508@naver.com,http://www.namgui.go.kr
131070,단장골 북카페,,681-701,052-290-3282,052-290-3859,울산광역시 중구 단장골길 1 (복산동),youngaja@korea.kr,
131071,방어휴먼시아 도서관,,682-803,052-234-5055,,울산 동구 등대4길 25 (방어동，울산방어휴먼시아),bulehee123@naver.com,
131072,신복도서관,,680-809,052-226-2360,,울산 남구 무거동 814-7,glory1@korea.kr,
131073,울주선바위도서관,,689-852,052-211-5773,,울산 울주군 범서읍 구영리 점촌3길 40,ldg3581@korea.kr,www.uljulib.or.kr
131074,옥현어린이도서관,,680-808,052-226-5483,,울산 남구 무거동 475-1 (남구 옥현로 58번길 40),yulland@korea.kr,http://book.ulsannamgu.go.kr/
131075,태화루도서관ⓧ,,681-320,052-290-4175,052-290-4179,울산 중구 태화동 유곡로 45,libka817@korea.kr,http://lib.junggu.ulsan.kr
131076,약숫골도서관,,681-430,052-290-4170,052-290-4179,울산 중구 약사동 평산4길 38,joyful244@korea.kr,http://lib.junggu.ulsan.kr
131077,대덕도서관,,689-893,052-229-8692,052-229-7069,울산 울주군 온산읍 덕신리 50,jes745@korea.kr,http://www.uljulib.or.kr
131078,지혜등대도서관,,44544,052-275-1233,052-275-1238,울산광역시 중구 종가8길 66,275-1233@hanmail.net,http://275-1233@hanmail.net
131079,매곡도서관,,44215,052-241-7470,,울산광역시 북구 매곡로 138-19 (매곡동),cicilia@korea.kr,
131080,울산도서관,,44762,052-266-5670,052-229-6909,울산광역시 남구 꽃대나리로 140 (여천동),tjflsgkgk@korea.kr,library.ulsan.go.kr
131081,울주천상도서관,,44930,052-204-1214,--,"울산광역시 울주군 범서읍 천상길 60, 천상도서관",pyg0722@korea.kr,
131082,남목도서관,,44004,052-209-4583,052-209-4587,울산광역시 동구 남목12길 10,sunok726@korea.kr,https://library.donggu.ulsan.kr/
