LIB_CODE,LIB_NAME,DIVISION,ZIP_CODE,TEL,FAX,ADDRESS,E_MAIL,HOMEPAGE
141077,안양시립석수도서관,,13905,031-8045-6103,031-8045-6533,경기도 안양시 만안구 양화로217번길 34,anyanglib@ayct.net,http://www.anyanglib.or.kr
141078,군포시대야도서관,,15886,031)501-5407,031)390-8675,경기도 군포시 대야2로 139,ejlee29@korea.kr,gunpolib.go.kr
141079,수지도서관,,16841,031-270-8861,,경기도 용인시 수지구 문정로7번길 23,suk@yonginsi.net,lib.yongin.go.kr/suji
141080,광명시광명도서관,,14283,02-2680-5422,02-2680-6531,경기도 광명시 원광명안로 48,karlbn13@korea.kr,http://gmlib.or.kr
141081,꿈을 주는 작은도서관,,425-400,031-481-5611,031-481-5671,경기 안산시 수암동 441-9,gold2002@iansan.net,
141082,파주시 중앙도서관,,10917,031-940-5661,031-940-5649,경기도 파주시 쇠재로 33,jyjy23@korea.kr,www.pajulib.or.kr/
141083,느티나무도서관,,449-170,031-262-3449,031-262-3449,경기 용인시 수지구 동천동 882-3번지,office@neutinamu.org,
141084,평택시립안중도서관,,451-882,031-8024-8344,031-8024-8349,경기도 평택시 안중읍 서동대로 1531,kjo77@pyeongtaek.go.kr,www.ptlib.go.kr
141085,슬기샘어린이도서관,,440-802,031-228-3980,031-228-4454,경기 수원시 장안구 송정로9(송죽동417-23),hanmaum@suwon.ne.kr,http://www.suwonlib.go.kr/skid
141086,지혜샘어린이도서관,,441-886,031-225-6150,031-225-5569,경기 수원시 권선구 동탄원천로 818 (권선동 1310번지),hmpark@swcf.kr,http://www.suwonlib.go.kr/jkid
141087,바른샘어린이도서관,,443-807,031-216-9373,031-217-9935,경기 수원시 영통구 매봉로 10(매탄동 1213),jyyu@swcf.kr,http://www.suwonlib.go.kr/bkid
141088,화성시립병점도서관,,18408,031-226-1822,031-226-1824,경기도 화성시 병점3로 132-6 (병점동),ddun86@hcf.or.kr,www.hscitylib.or.kr/bjlib/html/index.asp
141089,동두천꿈나무정보도서관,,11349,031-860-3281,031-860-2574,경기도 동두천시 지행로 38,jiys0928@hanmail.net,http://dream.ddclib.net
141090,부천예술정보도서관 다감,,420-812,032-326-6923,032-326-6929,경기 부천시 원미구 상1동 복사골문화센터,lib@bcf.or.kr,http://lib.bcf.or.kr
141091,남양주시진건도서관,,472-831,031-590-8260,031-590-2588,경기도 남양주시 진건읍 진건오남로 41-25,library@nyj.go.kr,http://lib.nyj.go.kr
141092,북수원도서관,,16328,031-228-4779,,경기도 수원시 장안구 만석로 65,vista@suwon.ne.kr,http://www.suwonlib.go.kr/buk
141093,서수원도서관,,441-440,031-228-4747,,경기도 수원시 권선구 탑동로 57번길 35,ytheo@suwon.ne.kr,http://www.suwonlib.go.kr/seo
141094,포천시립일동도서관,,11120,031-538-3971,031-538-2975,경기도 포천시 일동면 화동로 1021,hyshin1120@nate.com,lib.pcs21.net
141095,안양시립박달도서관,,13982,031-8045-6194,031-8045-6179,경기도 안양시 만안구 박달로 459,kikokwac@korea.kr,http://www.anyanglib.or.kr
141096,행복한도서관(경기),,421-816,032-679-2907,032-679-2924,경기도 부천시 오정구 상오정로10 (오정동) / 노동복지회관 2층,prajna2@hanmail.net,http://bcl.go.kr
141097,장안구민회관 햇살도서관,,440-715,031-240-3061,031-240-3019,경기 수원시 장안구 조원동 888번지,pug93@hanmail.net,http://jccc.goldis.kr/
141098,양주시립꿈나무도서관,,482-835,031-820-5970,031-820-5979,경기 양주시 백석읍 꿈나무로 199,jhs4533@hanmir.com,http://www.libyj.go.kr/YangJu_child/
141099,안산중앙도서관,,15485,031-481-2753,031-481-3633,경기도 안산시 단원구 안산천남로 14,kyongho@iansan.net,http://lib.iansan.net/main.do
141100,광명옹달샘도서관,,423-806,02-2680-6562,02-2680-6531,광명시 오리로 964번길 26-1,webmaster@gmolib.or.kr,http://gmlib.or.kr
141101,군포시어린이도서관,,15803,031-390-8680,031-390-8676,경기도 군포시 고산로677번길 21,jss0227@hanmail.net,http://www.gunpolib.go.kr
141102,포천시립영중어린이도서관,,487-883,031-538-3981,,경기 포천시 영중면 양문리 833-2,hyshin1120@nate.com,http://lib.pcs21.net
141103,평택시립초록도서관,,17763,031-8024-7451,031-659-4946,경기도 평택시 지산로 48,dlkukwha@hanmail.net,www.ptlib.go.kr
141104,시흥어린이도서관,,429-811,031-310-3961,031-310-3969,경기 시흥시 비둘기공원로 25,kimchi220@hanmail.net,http://www.shcitylib.or.kr/
141105,조종도서관,,477-834,031-580-4302,,경기도 가평군 조종희망로 26번길 22,ownkayoung@hanmail.net,http://www.gaplib.or.kr
141106,경기의정부교육도서관,,480-824,031-836-9583,031-836-9506,경기 의정부시 체육로 265-25,jhpark@goe.go.kr,http://www.ujblib.or.kr/
141107,희망샘도서관,,441-360,031-293-6003,031-293-7366,경기 수원시 권선구 고색동 7필지,sailorwon@hanmail.net,http://www.suwonlib.go.kr/swhope
141108,화홍어린이도서관,,442-180,031-254-2585,031-254-2585,경기 수원시 팔달구 북수동 44-2번지,thdwken@hanmail.net,http://www.suwonlib.go.kr/hwahong
141109,양평어린이도서관,,12562,031-770-2708,,"경기도 양평군 양평읍 양근로 240-9, 어린이도서관",biankasta@nate.com,http://child.yplib.or.kr/main.asp
141110,포곡도서관,,449-814,031-324-4631,031-324-4635,경기 용인시 처인구 포곡읍 삼계리 556-2,yonginlib@yonginsi.net,https://lib.yongin.go.kr/pogok/index.do
141111,오전빛고운도서관,,437-817,031-345-2613,031-345-2633,경기 의왕시 오전동 844-18호,yippjee@naver.com,http://www.uwlib.or.kr
141112,부곡글고운도서관,,437-813,031-345-2612,03-345-2642,경기 의왕시 부곡사장길 81번지,yippjee@naver.com,http://www.uwlib.or.kr
141113,영은 어린이 문고,,423-060,02-892-5669,,경기 광명시 하안동 27-3,comyech@hotmail.com,
141114,광주시 시립도서관,,12761,031-760-5678,031-760-2037,경기도 광주시 문화로 82,nahh125@nate.com,http://lib.gjcity.go.kr/
141115,부천시립책마루도서관,,420-856,032-625-4645,032-320-3469,경기도 부천시 원미구 심중로 121 (중동),sw9949@naver.com,http://bcl.go.kr
141116,오포작은도서관,,464-891,031-760-5695,031-760-1451,경기 광주시 오포읍 고산리 1~250,fug777@nate.com,http://www.gjcity.go.kr
141117,연천도서관,,486-803,031-839-4401,031-839-4409,경기도 연천군 연천읍 차현로 76-7,altarry@korea.kr,library.yeoncheon.go.kr
141118,용인구성도서관,,446-525,031-324-4131~3,031-324-4139,경기도 용인시 기흥구 구성로77번길 17 (언남동 324-1) 구성도서관,guseonglib@yonginsi.net,http://www.yonginlib.or.kr/guseong/
141119,의정부어린이도서관,,480-020,031-828-8605,031-828-8609,경기 의정부시 호원동 319-25,ujlib12@hanmail.net,http://ucl.uilib.net/child/index.jsp
141120,의왕시중앙도서관,,437-800,031-345-3656,031-345-3649,경기 의왕시 고천동 골우물길 49(고천동 159번지),,http://www.uwlib.or.kr
141121,김포시누리봄작은도서관,,415-030,031-980-5197,031-980-5199,경기 김포시 북변동 226-37,momo@gimpo.go.kr,http://lib.gimpo.go.kr/
141122,광명시 평생학습원 평생학습도서관,,432-837,02-2680-6130,02-2619-0567,광명시 철산3동 419번지,webmaster@gmedu.or.kr,https://lll.gm.go.kr/
141123,아람누리도서관,,10409,031-8075-9038,031-931-2022,경기도 고양시 일산동구 중앙로 1286,sunhwa@goyang.go.kr,http://www.goyanglib.or.kr/
141124,주엽어린이도서관,,411-370,031-8075-9168,031-931-2022,경기도 고양시 일산서구 주엽로 104,sunhwa@goyang.go.kr,http://www.goyanglib.or.kr/
141125,고양시 화정어린이도서관,,10501,031-8075-9299,031-931-2022,경기도 고양시 덕양구 화신로 323 (화정동),sunhwa@goyang.go.kr,http://www.goyanglib.or.kr/
141126,행신어린이도서관,,412-220,031-8075-9278,031-931-2022,경기도 고양시 덕양구 소원로181번길 42,sunhwa@goyang.go.kr,http://www.goyanglib.or.kr/
141127,오산시립햇살마루도서관,,447-805,031-370-6160,,경기 오산시 원동 404-8번지 (중앙대로 119),librarian@osan.go.kr,http://www.osanlibrary.go.kr
141128,용문도서관,,476-841,031)770-2709,,경기도 양평군 용문면 다문리 343번지,biankasta@yp21.net,http://www.yplib.or.kr
141129,구갈희망누리도서관,,446-594,031-324-6561,031-324-6562,경기 용인시 기흥구 갈곡로 12번길 1,yonginlib@yonginsi.net,http://www.yonginlib.or.kr/gugal
141130,경기화성교육도서관,,18592,031-369-5725,031-366-2936,경기도 화성시 향남읍 발안로 85-10,hslib@goe.go.kr,www.hslib.or.kr
141131,의정부과학도서관,,11780,031-828-8688,031-828-8649,경기도 의정부시 추동로124번길 52 (신곡동),admin@uilib.go.kr,www.uilib.go.kr
141132,안양어린이도서관,,14076,031-8045-6273,031-389-3865,경기도 안양시 동안구 동안로 66,libnanna@ayct.net,http://www.anyanglib.or.kr/info/child
141133,안산 단원어린이도서관,,425-866,031-481-2678,031-481-3644,경기 안산시 단원구 화정로 30,leeki2u@empal.com,http://lib.iansan.net/main.asp?sitekey=6
141134,안산시립상록어린이도서관,,426-858,031-481-2671,031-481-3643,경기 안산시 상록구 일동 산 70-1 (구룡체육관길 45),hyoyoung@iansan.net,http://lib.iansan.net/
141135,군포시중앙도서관,,15867,031-390-8866,,경기도 군포시 수리산로 79 (산본동),webmaster@gunpolib.or.kr,https://www.gunpolib.go.kr/
141136,퇴계원 푸른꿈도서관,,472-824,031-590-8451,,"경기 남양주시 퇴계원면 퇴계원리 314-15 일석빌딩 B동 4,5층",jinzaro@hanmail.net,http://lib.nyj.go.kr
141137,남양주시별내도서관,,12084,031-590-8808,031-590-8809,경기도 남양주시 별내면 청학로 86-1,libhyo@korea.kr,lib.nyj.go.kr
141138,반달어린이도서관,,443-813,031)201-8349,031-201-8310,경기도 수원시 영통구 영통동 1012-5,lysabc@hanmail.net,http://www.suwonlib.go.kr/bandal
141139,대화도서관,,10370,031-8075-9130,,경기도 고양시 일산서구 일산로 689 (대화동),sunhwa@goyang.go.kr,http://www.goyanglib.or.kr/
141140,한뫼도서관,,10339,031-8075-9115,031-975-1952,경기도 고양시 일산서구 탄중로 284,hpchoi98@korea.kr,www.goyanglib.or.kr/han
141141,경기평생교육학습관,,16557,031-259-1031,031-898-5924,경기도 수원시 권선구 권중로 55,wjstks@goe.go.kr,http://www.gglec.go.kr/
141142,성남시 구미도서관,,13630,031-729-4680,031-729-4689,경기도 성남시 분당구 미금일로 105,dewian@naver.com,http://gm.snlib.net
141143,설악도서관,,12465,031-580-4313,031-580-2329,경기도 가평군 설악면 자잠로 65,ceria02@ga21.net,http://www.gaplib.or.kr
141144,해밀도서관,,14575,032-650-4600,032-612-2949,경기도 부천시 원미구 옥산로10번길 4,haemil@naver.com,www.hmlib.or.kr/
141145,화성시립샘내작은도서관,,445-833,031-292-7307,031-292-7308,경기도 화성시 매송면 매송고색로 375번길,redchachacha@naver.com,http://hscitylib.or.kr/samGuide.do
141146,남양주시 와부도서관,,12212,031-590-8920,031-590-2588,경기도 남양주시 와부읍 월문천로 43,library@nyj.go.kr,http://lib.nyj.go.kr
141147,대주 작은도서관,,464-896,031 -760 -4650,,경기 광주시 오포읍 양벌리 355-1,nahh125@nate.com,
141148,용인디지털정보도서관,,449-070,031-324-4621,031-324-4624,경기 용인시 처인구 중부대로1199,yonginlib@yonginsi.net,http://dlib.yonginlib.or.kr
141149,용인죽전도서관,,16881,"031-324-4616, 4641","031-324-4609, 4645",경기도 용인시 수지구 대지로 89,"yonginlib@yonginsi.net,  television@invil.org",lib.yongin.go.kr/jukjeon
141150,풍동도서관,,10306,031-8075-9148,031-901-8317,경기도 고양시 일산동구 숲속마을로 108,"kimjh@goyang.go.kr, szzanggu@naver.com",www.goyanglib.or.kr/
141151,부천시립한울빛도서관,,14761,032-625-4670,,경기도 부천시 소사구 소사로 107,niysama@naver.com,http://bcl.go.kr
141152,책마을도서관(파주),,413-756,031-955-7567,031-955-7569,경기 파주시 교하읍 문발리 출판문화정보산업단지 498-7,morningreading@gmail.com,http://www.morningreading.org
141153,조안씨앗도서관,,472-872,031-576-1253,031-576-1254,경기도 남양주시 조안면 진중리 85-33,paldang@hanmail.net,http://www.psss.or.kr/
141154,양주시 남면도서관,,11404,031-820-5973,031-820-5979,경기도 양주시 남면 개나리17길 24,jhs4533@hanmir.com,www.libyj.go.kr
141155,충현도서관,,14327,02-2680-6102,02-2680-6113,경기도 광명시 충현로42번길 19,mail.gmclib.or.kr,gmlib.or.kr
141156,교하도서관,,10885,031-940-5151,,경기도 파주시 숲속노을로 256,jyjy23@korea.kr,http://www.gyohalib.or.kr/
141157,그루터기문고,,430-016,031-441-0676,,경기 안양시 만안구 안양7동 143-8호 402호,mcheol21c@hanmail.net,
141158,오산시중앙도서관,,18133,031-370-61,,경기도 오산시 운암로 85,0425hong@hanmail.net,www.osanlibrary.go.kr/
141159,금곡 푸른꿈도서관,,472-809,031-590-2864,031-590-2588,경기 남양주시 금곡동 654-2 금곡동 주민자치센터 5층,jinzaro@nyj.go.kr,http://lib.nyj.go.kr
141160,용인 동백도서관,,17008,031-324-4611,031-324-4609,경기도 용인시 기흥구 동백3로 80 (중동),a@yonginsi.net,www.yonginlib.go.kr/dongbaek/
141161,야탑1동 작은도서관,,463-828,031-729-7836,031-729-7829,경기 성남시 분당구 야탑동 363 야탑1동주민센터 3층,bonbonelly@kg21.net,http://www.bundang-gu.or.kr/dong/default/main/index.asp?dong=야탑1동
141162,상대원3동도서관,,462-809,031-729-6762,031-729-6779,경기 성남시 중원구 상대원3동 856번지,jayeon94@naver.com,
141163,금광2동 작은도서관,,462-804,031-729-6859,031-729-6679,경기 성남시 중원구 금광2동 3657 금광2동 주민센터내,jayeon94@naver.com,
141164,태평1동 작은도서관,,13110,031-729-5993,,경기도 성남시 수정구 모란로 88,bonbonelly@kg21.net,.
141165,수내작은도서관,,463-838,031-729-7635,031-729-7629,경기 성남시 분당구 내정로 173번길 21 수내1동 주민센터,hyrbest@cans21.net,
141166,이천시립어린이도서관,,467-030,031-644-4382,031-644-4369,경기도 이천시 남천로 31,moony79@korea.kr,http://www.icheonlib.go.kr
141167,태평3동 작은도서관,,461-190,031-729-5936,031-729-5709,경기 성남시 수정구 태평동 3752-1,choisil34@yahoo.co.kr,
141169,김포시통진도서관,,10016,031-996-0750,031-996-0757,경기도 김포시 통진읍 조강로 132,tongjinlib@guc.or.kr,www.gimpo.go.kr/lib/main.do
141170,화성시립두빛나래어린이도서관,,18431,031-8003-0748,031-8003-0749,경기도 화성시 동탄숲속로 69-14 (능동),nalala0307@nate.com,www.hscitylib.or.kr
141171,하남시나룰도서관,,12927,031-790-6887,031-790-6599,경기도 하남시 덕풍북로 180 (덕풍동),chochr@korea.kr,www.hanamlib.go.kr
141172,포천시립소흘도서관,,11176,031-538-3951,031-538-3957,경기도 포천시 소흘읍 송우로 101-29,pcgg0000@korea.kr,lib.pocheon.go.kr/sh
141173,성지작은도서관,,448-978,010-7388-8698,031-265-7251,경기도 용인시 수지구 풍덕천 2동 신정마을 성지아파트 관리동 3층,fortystart@hanmail.net,http://cafe.daum.net/hohomanse/
141174,오산시 양산도서관,,18105,031-370-6157,031-370-3578,경기도 오산시 양산로410번길 34,lay18@korea.kr,www.osanlibrary.go.kr/
141175,남양주시 평내도서관,,12227,031-590-8560,031-590-8559,경기도 남양주시 의안로 134,coco1209@korea.kr,http://lib.nyj.go.kr
141176,남양주시 오남도서관,,12045,031-590-8531,031-590-8549,경기도 남양주시 오남읍 양지로240번길 12,libstory@live.co.kr,http://lib.nyj.go.kr
141177,산북작은도서관,,12603,031-881-0693,031-881-0694,경기도 여주시 산북면 상품로 113 산북복지회관 3층,ohey@korea.kr,http://www.yjlib.go.kr
141178,구리시교문2동 작은도서관,,471-022,031-550-2685,,경기도 구리시 장자대로 34,gurilib@guri.go.kr,http://www.gurilib.go.kr
141179,거북도서관,,413-863,031-954-1245,031-954-1244,경기도 파주시 파주읍 연풍3리 351,gbdsk@hanmail.net,http://blog.naver.com/gbdsk
141180,구리시 수택 작은도서관,,471-030,031-550-2853,,경기도 구리시 체육관로 74,gurilib@guri.go.kr,http://www.gurilib.go.kr
141181,양주시 봉암작은도서관,,482-862,031-866-8786,031-866-8786,경기도 양주시 은현면 봉암리 187-2(봉암길33),hbh1004@korea.kr,http://www.libyj.go.kr/YangJu_bongam/
141182,도란도란 작은도서관(고강본동),,421-802,032-679-9702,032-679-9707,경기도 부천시 오정구 고리울로 79 (고강본동) / 고강복지회관3층,mynameyun1@hanmail.net,http://bcl.go.kr
141183,고리울꿈터 작은도서관,,421-191,032-677-7998,032-677-4998,경기도 부천시 오정구 고강로72번길 8 (고강동) / 고강1동 주민센터 1층,mseon80@yahoo.co.kr,http://bcl.go.kr
141185,민들레홀씨 작은도서관,,420-033,032-322-9702,032-322-9802,경기도 부천시 원미구 상동로117번길 48 (상동)/ 상3동 주민센터 3층,mijini1645@hanmail.net,http://bcl.go.kr
141186,복사꽃필무렵작은도서관,,422-240,032-665-6053,032-665-6064,경기도 부천시 소사구 심곡로9번길 54 (심곡본동) / 심곡복지회관 3층,doji77@hanmail.net,http://bcl.go.kr
141187,주암 작은도서관,,427-070,02-3463-1801,02-3463-1802,경기 과천시 주암동 67-11,namul@gccity@kr,http://www.gcedu.go.kr/
141188,반월작은도서관,,426-200,031-481-2663,031-481-2664,경기 안산시 상록구 팔곡일동 264-6,library@iansan.net,http://lib.iansan.net
