LIB_CODE,LIB_NAME,DIVISION,ZIP_CODE,TEL,FAX,ADDRESS,E_MAIL,HOMEPAGE
111037,강북문화정보도서관,,01151,029443100,029443139,서울특별시 강북구 오현로 145,tssyjung@gangbuklib.seoul.kr,www.gblib.or.kr/
111038,강북청소년문화정보도서관,,01167,02-986-9581,,서울특별시 강북구 삼양로54길 68,1,http://www.gangbuklib.seoul.kr/youth/
111039,강남구립대치도서관,,06284,02-565-6666,02-554-6666,"서울특별시 강남구 삼성로 212, 은마복지상가 215호 (대치동, 은마아파트)",lib_daechi@naver.com,http://dchlib.gangnam.go.kr/
111040,금천구립독산도서관,,08560,02-863-9544-6,02-863-9548,서울특별시 금천구 독산로54길 114,libkumchon@hanmail.net,geumcheonlib.seoul.kr
111041,도봉문화정보도서관,,132-041,02-900-1835,02-900-1551,서울특별시 도봉구 덕릉로 315,dobong_lib@daum.net,www.dobonglib.seoul.kr/
111042,은평구립도서관,,03352,023851671,023522944,서울특별시 은평구 통일로78가길 13-84,tax@eplib.or.kr,http://www.eplib.or.kr/
111044,성북정보도서관,,02791,02-962-1081,02-962-5335,서울특별시 성북구 화랑로18자길 13,mana7083@sbculture.go.kr,http://www.sblib.seoul.kr
111045,관악중앙도서관,,08825,02-828-5700,02-828-5820,서울특별시 관악구 신림로3길 35,sunny@gfac.or.kr,http://lib.gwanak.go.kr/
111047,노원어린이도서관,,01715,02)933-7145,02)933-2455,서울특별시 노원구 한글비석로 346,juchan2@nowonlib.kr,https://www.nowonlib.kr
111048,아리랑도서관,,02827,02)3291-4990,02)3291-4993,서울특별시 성북구 아리랑로 82,catalog@arirang.go.kr,ar.sblib.seoul.kr
111049,송파구립거마도서관,,138-110,02-449-2332,02-449-5932,서울시 송파구 거여동 거마로2길 19 거여2동 주민센터 4층,webmaster@geomalib.or.kr,http://www.geomalib.or.kr/
111050,새세대육영회 어린이도서실,,138-732,02-932-4249,02-932-4241,서울 송파구 장지동 45번지 새세대육영회,childlib@kidpia.org,http://yukyoung.dongsamo.co.kr/home.php
111051,서대문구립이진아기념도서관,,03732,02-330-1412,,서울특별시 서대문구 독립문공원길 80,sweet23@daum.net,https://lib.sdm.or.kr:446/main/main.asp
111052,솔샘문화정보도서관,,01187,02-901-6501,,서울특별시 강북구 솔샘로 177,h6375@gangbuk.seoul.kr,http://www.gangbuklib.seoul.kr/solsem/
111053,이문체육문화센터 어린이 도서관,,130-080,02-963-0534,02-963-0539,서울 동대문구 이화교길 47 (이문3동 189번지),avangel@naver.com,http://www.ddmgongdan.or.kr/life_center/emun/index1.php
111054,남부여성발전센터 도서실,,153-034,02-802-0924,02-891-4017,서울 금천구 시흥4동 산 139-2 남부여성발전센터,ja0609@hanmail.net,
111055,부곡대우문고ⓧ,,609-320,051)515-8735,051)517-1173,부산시 금정구 부곡동 244-7번지 부곡대우아파트,my8735@hanmail.net,
111056,강남구립즐거운도서관,,06204,02-565-7533,02-565-7532,"서울특별시 강남구 도곡로77길 23, 대치4동주민센터 4층",jekwon@gangnamlib.or.kr,https://library.gangnam.go.kr/jgwlib
111057,이문체육문화센타,,121-887,016-9221-9428,02-941-9428,서울 마포구 합정동 434-4 신정교회,sjs7724@hanmail.net,
111058,노원중앙도서관,,139-825,02-950-0028,02-950-0059,서울 노원구 노원로 34길 43 (상계10동 686번지),nwlib@nowonlib.kr,https://nowonlib.kr/
111059,개봉3동 새마을작은도서관,,08353,02-2620-7852,,서울특별시 구로구 개봉로3길 47-5 (개봉동),libdream@guro.go.kr,
111060,중랑구립면목정보도서관,,02219,02-432-4120,02-432-4126,서울특별시 중랑구 면목로 397 (면목동),redfox798@hotmail.com,www.jungnanglib.seoul.kr/mmlib
111061,서울남문고,,152-871,02-867-1401,,서울 구로구 구로2동 708-25 서울남교회내 서울남문고,lovechae@mail.com,
111062,글빛정보도서관,,08734,02-878-7460,02-878-7461,서울특별시 관악구 관악로30길 23,library@gwanakcullib.seoul.kr,http://www.gwanakcullib.seoul.kr/
111063,성현동작은도서관,,08726,02-877-7182,02-877-7184,"서울특별시 관악구 관악로37길 56, 상가B동 5층",library@gwanakcullib.seoul.kr,
111064,강서정보도서관,,157-030,02-3662-8132,02-3662-8134,서울특별시 강서구 등촌동 705-4,,
111065,동대문구정보화도서관,,02456,02-960-1959,02-964-1959,서울특별시 동대문구 회기로10길 60,l4d_bill@l4d.or.kr,http://www.l4d.or.kr/
111066,경기도립발안도서관 ⓧ,,445-921,031-366-2901,031-366-2904,경기 화성시 향남읍 도이리 203-12(발안로 85-10),race3@hanmail.net,http://www.balib.or.kr/
111067,강서구립길꽃어린이도서관,,157-857,02-2663-4764,02-2663-4766,서울 강서구 금낭화로 24길 5(방화3동 828),bada_913@naver.com,http://lib.gangseo.seoul.kr/
111068,성동구립금호도서관,,04718,02-2204-6457,02-2282-5448,서울특별시 성동구 난계로 20,wig7987@sdfac.or.kr,
111069,강남구립청담도서관,,06012,02-540-7042,02-540-7043,"서울특별시 강남구 압구정로79길 26, 청담동주민센터 7층",bonayu@naver.com,cdlib.gangnam.go.kr
111070,강남구립논현도서관,,06058,02-3443-7650,02-542-6459,"서울특별시 강남구 학동로43길 17, 논현2동주민센터 6층",bonayu@naver.com,nhilib.gangnam.go.kr
111071,강남구립 논현정보도서관,,06046,02-511-7466,,"서울특별시 강남구 학동로 169, 논현1파출소건물 3층 (논현동)",jskim@gangnamlib.or.kr,https://library.gangnam.go.kr/nhilib
111072,대조꿈나무어린이도서실,,122-843,02-382-3959,02-382-3859,서울 은평구 대조동 214-7(대조동사무소 옆),hanlakyoung@hanmail.net,http://cafe.daum.net/djlibrary/
111073,강남구립 정다운도서관,,06066,02-512-9326,02-512-9346,"서울특별시 강남구 학동로67길 11, 청담2문화센터 3층",j_choi_kr@hanmail.net,library.gangnam.go.kr/usweb/opt2/usmn100.asp
111074,구립서초어린이도서관ⓧ,,06629,02-3471-1337,02-3471-1336,서울특별시 서초구 효령로 77길 37(서초동),etesian@naver.com,http://kidslib.seocho.go.kr
111075,강남구립행복한도서관,,06187,02-567-3833,02-565-3834,"서울특별시 강남구 영동대로65길 24, 대치2주민센터 3층",libhappy@naver.com,happylib.gangnam.go.kr/
111076,성동구립용답도서관,,04804,02-2204-6480,02-2216-3663,서울특별시 성동구 용답중앙3길 10,jhj225@sdfac.or.kr,http://www.sdlib.or.kr/YD
111077,금천구립가산도서관,,08521,02-865-6817,02-865-6820,서울특별시 금천구 가산로5길 43,gasanlib@naver.com,geumcheonlib.seoul.kr
111078,강동구립성내도서관,,05374,02-471-0044,02-471-1072,서울특별시 강동구 성안로 106-1,mgchoe71@empal.com,http://www.gdlibrary.or.kr/
111079,서초어린이책마을,,137-872,02)3486-0737,02)3486-0023,서울 서초구 반포로 808 (서초3동 1535-6),song314@hanmail.net,http://www.scy.or.kr/
111080,구로꿈나무도서관ⓧ,,152-872,02-860-2383,02-857-9991,서울특별시 구로구 구로장터길48 (구로동 741-27) 구로구시설관리공단 2층,jammysam@nate.com,http://lib.guro.go.kr/dream
111081,신월음악도서관,,07929,02-2065-1260,02-2065-1265,서울특별시 양천구 오목로5길 34,choizzang@yangcheon.go.kr,lib.yangcheon.go.kr
111082,가재울어린이도서관,,120-120,02-372-1380,,서울 서대문구 모래내길 302번지 3층 (남가좌동124-313),younghwa@sscmc.or.kr,
111083,대림도서관,,07376,02-828-3711,02-828-3701,서울특별시 영등포구 도신로 27,hming@ydpcf.or.kr,http://www.dllib.or.kr
111084,소나무언덕1호 작은도서관,,138-879,02-475-0266,02-475-0266,서울 송파구 풍납동(401-1번지 쌍용 아파트 상가 3층),1libsonamoo@naver.com,http://www.splib.or.kr
111085,월계도서관,,01880,02-991-0871,02-991-0882,서울특별시 노원구 월계로 319,isu0330@naver.com,www.wolgyelib.kr
111086,마포구립서강도서관,,04099,02-3141-7053,02-3141-7059,서울특별시 마포구 독막로 165,lib@sglibmapo.kr,https://mplib.mapo.go.kr/sglib/index.do
111087,미래향기 작은도서관,,08618,02-809-4861,02-890-2565,서울특별시 금천구 독산로 179 (독산동),tttresbien@geumcheon.go.kr,
111088,시흥1동 마을문고,,153-039,02-809-2171,02-890-2573,서울시 금천구 대명시장1길 18(시흥동 886-6),hwa1117@hanmail.net,
111089,시흥3동 마을문고,,153-861,02-891-8770,02-891-1485,서울 금천구 시흥대로 18길 40 (박미길 20 시흥동 956-3),ggombau@hanmailnet,
111090,시흥제4동 마을문고,,153-855,02-896-6051,02-890-2579,서울시 금천구 신흥초등길 10 (시흥동 812-38),koheung2@hanmail.net,
111091,시흥5동 마을문고,,08573,02-2104-5729,,"서울특별시 금천구 금하로21길 20, 시흥5동 주민센터2층 책읽는주민사랑방작은도서관 (시흥동)",donghun0117@naver.com,
111092,가산동 주민센터 마을문고,,153-023,02-839-0941,02-890-2561,서울 금천구 구굴동길 284,mjwas@naver.com,http://www.geumcheon.go.kr
111093,독산4동 어린이작은도서관,,153-014,02-859-7894,02-809-2567,서울시 금천구 독산로 232,mhm1997@nate.com,
111094,해오름작은도서관,,153-011,02-839-1381,02-890-2563,서울시 금천구 열린 문화길 5 (독산1동 289-5),mhm1997@nate.com,
111095,책이 든 거리 작은도서관,,153-032,02-896-6141,02-890-2575,서울 금천구 금천로 54 (시흥동 1010-1),mhm1997@nate.com,
111096,독산3동 마을문고,,153-819,02-857-4171,02-890-2567,서울시 금천구 문성동길 219 (893-1),kmax2002@naver.com,
111097,강서구립푸른들청소년도서관,,07709,02-2691-1630,02-2691-1632,서울특별시 강서구 강서로45다길 71,gsplibrary@naver.com,lib.gangseo.seoul.kr/
111098,강서구립꿈꾸는어린이도서관,,157-864,02-3663-4025,02-3663-4024,서울 강서구 염창동 281-25,kmjkmj@gangseo.seoul.kr,http://lib.gangseo.seoul.kr/
111099,구로꿈나무도서관,,08311,02-830-1623,02-857-9991,서울특별시 구로구 구로동로26길 54,loveandrun@hanmail.net,
111100,꿈마을도서관,,152-701,02-830-5807,02-830-5839,서울 구로구 구로동 777-1,kchanam@hanmail.net,http://lib.guro.go.kr/dreamtown/
111101,강동구립해공도서관,,05324,02-471-0044,02-471-1072,서울특별시 강동구 올림픽로 702,kgmi09@empal.com,http://hg.gdlibrary.or.kr/
111102,동작어린이도서관,,06926,02-823-6750,02-823-1906,서울특별시 동작구 장승배기로16길 98,choi_615@idongjak.or.kr,http://lib.dongjak.go.kr/
111103,강남구립 역삼도서관,,06244,02-508-1139,02-508-1139,"서울특별시 강남구 역삼로7길 16, 역삼1문화센터 5층",phm567@naver.com,http://library.gangnam.go.kr/
111104,꿈을 이루는 작은도서관,,121-805,02-330-2126,,서울 마포구 공덕동 458 아현동 주민자치센터 내 2층,dtdwgd@hanmail.net,http://cafe.naver.com/gddream/
111105,늘 푸른 소나무 작은도서관,,121-030,02-330-2126,,서울 마포구 신공덕동 158,dtdwgd@hanmail.net,http://cafe.naver.com/gsonamu/
111106,성메 작은도서관,,121-250,02-330-2126,,서울 마포구 성산2동 603 성산2동주민센터2층,dtdwgd@hanmail.net,http://cafe.naver.com/seongmae/
111107,약수도서관,,07036,02-823-1907,02-823-1908,서울특별시 동작구 양녕로22바길 64,garnet42@nate.com,lib.dongjak.go.kr
111108,가온도서관,,04607,02-2280-8470,02-2235-4607,"서울특별시 중구 동호로14길 18, 중구구립도서관 신당동",hhoo@e-junggu.or.kr,http://www.e-junggulib.or.kr/
111110,구립증산정보도서관,,122-936,02-307-6030,02-307-6020,서울 은평구 증산동 173-8번지,master@jsplib.or.kr,http://www.jsplib.or.kr/
111111,문래도서관,,07296,02-2629-8609,02-2629-8601,서울특별시 영등포구 문래로20길 49 (문래동3가),wilshere0108@ydpcf.or.kr,www.mllib.or.kr/
111112,내손책고운도서관,,437-837,031-345-2685,,경기 의왕시 내손1동 787 내손1동 주민센터 4층,sangkun39@hanmail.net,http://www.uwlib.or.kr
111113,금천구립금나래도서관,,08611,02-2627-2991,,서울특별시 금천구 시흥대로73길 70,bear40@hanmail.net,http://geumcheonlib.seoul.kr/doc_gc4/
111114,소나무언덕2호도서관,,138-220,02-424-0083,,서울 송파구 잠실동 44-4 잠실3동 자치회관 2관2층(잠실 119안전센터 옆건물 레이크팰리스 127동옆),2libsonamoo@naver.com,http://www.splib.or.kr/sp2lib/index.jsp
111115,자양제4동도서관,,05084,02-465-0737,02-465-0739,"서울특별시 광진구 뚝섬로26길 58, 자양제4동주민센터 1층 (자양동)",ssj0825@hanmail.net,www.gwangjinlib.seoul.kr
111116,중곡문화체육센터도서관,,04904,02-3408-4900,02-3408-4950,서울특별시 광진구 능동로 433,goodlife0126@naver.com,www.gwangjinlib.seoul.kr
111117,송파어린이도서관,,138-857,024180303,02-418-0358,서울시 송파구 올림픽로 105,ace@spclib.or.kr,
111118,우장산숲속도서관,,07690,02-2696-6690,,"서울특별시 강서구 우현로 34, 우장산 주민센터 4층",windbada@korea.kr,lib.gangseo.seoul.kr/
111119,성동구립 무지개도서관,,04750,02-2204-6495,02-2286-6027,"서울특별시 성동구 고산자로 270, 성동구청 3층",ss17371@sdfac.or.kr,www.sdlib.or.kr/rainbow/
111120,청파도서관,,04300,02-714-3931,02-719-3932,서울 용산구 서계동 227-1,ari71@naver.com,http://www.yslibrary.or.kr/cheongpa
111121,선유도서관,,07210,02-2163-0804,02-2163-0801,서울특별시 영등포구 선유로43가길 10-8,spinos@adminydp.bizmeka.com,www.sylib.or.kr
111122,서초구청북카페,,137-863,02-2155-6234,02-2155-6239,서울 서초구 남부순환로 2584(서초2동 1376-3)서초구청,neofox25@seocho.go.kr,http://bookcafe.seocho.go.kr/
111123,해오름도서관(서울 성북구),,136-060,02-6925-7002,,서울 성북구 돈암동 609-1 2층,cjin0324@gongdan.go.kr,https://www.sblib.seoul.kr/horlib/index.do
111124,구립응암정보도서관,,03481,02-308-2320,02-308-2339,서울특별시 은평구 가좌로7길 15,ealib@ealib.or.kr,http://www.ealib.or.kr
111125,강동구립 강일도서관,,05211,02-427-7676,02-427-0588,서울특별시 강동구 아리수로93길 9-14 강일도서관(강일동),nicky4109@igd.or.kr,http://gangil.gdlibrary.or.kr/
111126,구립상림도서관,,03303,02-351-7264,02-350-1878,서울시 은평구 진관4로 48-25 구립상림도서관,zan2002@ep.go.kr,http://sl.eplib.or.kr
111127,강남구립 역삼푸른솔도서관,,06240,02-2051-1178,,"서울특별시 강남구 테헤란로8길 36, 강남문화원 4층",gn232500@gangnam.go.kr,http://ysplib.gangnam.go.kr/
111128,구로구립 온누리도서관,,08283,02-858-9080,02-858-9082,"서울특별시 구로구 구로중앙로27나길 9, 구로초등학교 내 온누리관 4층 (구로동)",gurolib28@naver.com,http://lib.guro.go.kr
111129,학마을도서관,,01359,070-4470-4087,02-955-0688,"서울특별시 도봉구 시루봉로 128, 학마을도서관 (방학동)",yjy@dbfac.or.kr,http://www.unilib.dobong.kr/main.do
111130,동작상도국주도서관ⓧ,,06919,02-813-6750,02-813-6758,서울특별시 동작구 매봉로 37,onlysugar88@naver.com,http://lib.dongjak.go.kr/
111131,상계2동작은도서관,,139-200,02-932-3581,02-950-3730,서울 노원구 상계동 389-483 상계2동주민센터,bandi1113@nowon.go.kr,
111132,은평작은도서관 (서울),,122-702,02-351-8461,,서울 은평구 녹번동 은평구청 구의회동 1층,a781001@eunpyeong.seoul.kr,http://library.ep.seoul.kr
111133,중계사랑북카페,,139-224,02-950-3514,02-950-3728,서울 노원구 중계4동 369-2,jjangymh@nowon.go.kr,
111134,하계1동 작은도서관,,139-231,02-977-4711,02-977-4714,노원구 하계1동 251-2,jiayoukim08@nowon.kr,
111135,수락 작은도서관,,139-204,02-932-3941,02-950-3731,서울 노원구 상계3·4동 37-7번지,cjmjy00@nowon.kr,
111136,반포1동 작은도서관,,137-704,02-2155-7596,02-2155-7619,서울 서초구 사평로 273(반포동 20-48)반포1동,esjung3@seocho.go.kr,http://banpo1.seocho.go.kr
111137,신사어린이 도서관,,122-882,02-376-4141,02-3151-0042,서울 은평구 신사1동 26-18,sinsa4141@hanmail.net,http://www.sscc.or.kr/
111138,반포본동 작은도서관,,137-049,02-2155-7577,02-2155-7589,서울 서초구 반포본동 1130번지 반포본동 주민센터,bono9922@seocho.go.kr,http://www.seocho.go.kr/site/v5/index.jsp
111139,광진구 중곡4동 새마을문고,,143-220,02-450-1075,02-452-3249,서울특별시 광진구 중곡4동 18-145,shsh4501@yahoo.co.kr,
111140,잠원도서관,,06523,02-520-8710,02-520-8720,"서울특별시 서초구 나루터로 38, 3층 (잠원동)",yjj98@seocho.go.kr,
111141,방배본동 작은도서관,,137-060,02-2155-7711,02-2155-7740,서울 서초구 방배동 774-9,tndud1025@seocho.go.kr,http://www.seocho.go.kr/
111142,방배2동 작은도서관,,137-060,02-2155-7774,02-2155-7800,서울 서초구 방배2동 462-13,pkhuk@citizen.seoul.kr,http://www.seocho.go.kr/site/vc/index.jsp
111143,응봉동 어린이 작은도서관,,133-080,02-2286-7323,02-2286-5958,서울 성동구 응봉동 101,lys4545@sd.go.kr,http://eungbong.sd.go.kr
111144,성수2가제1동 어린이작은도서관,,133-120,02-2286-7463,02-469-9644,서울 성동구 성수동2가 333-134 성수2가1동주민센터,20090220784@sd.go.kr,http://seongsu2ga1.sd.go.kr/
111145,광진구 구의1동 새마을 문고,,143-201,02-450-1202,02-447-3592,서울 광진구 구의1동 237-6,designvivi@naver.com,
111146,방배4동 작은도서관,,06572,02-2155-7851,02-2155-7860,"서울특별시 서초구 방배로 173, 3층, 방배4동주민센터 작은도서관 (방배동)",annks@seocho.go.kr,
111147,금호4가동 새마을문고,,133-809,02-2286-7393,02-2286-5962,서울 성동구 금호동4가 803 (솔샘길 25) 금호4가동 주민센터 3층,21ju10@sd.go.kr,
111148,동작샘터도서관 (작은도서관),,06999,02-533-6750,02-553-6749,서울특별시 동작구 동작대로29길 63-26,bark0718@hanmail.net,http://lib.dongjak.go.kr/
111149,날마다자라는나무 (작은도서관),,143-193,02-455-0614,02-454-0793,서울 광진구 자양3동 580-13 3층 4호,treelib@naver.com,http://cafe.naver.com/treelib
111150,구의3동새마을문고,,143-832,02-450-1245,02-458-7255,서울 광진구 구의3동 630,realwang@gwangjin.go.kr,
111151,수송 작은도서관,,137-906,02-543-7532,02-543-8167,서울 서초구 잠원동 48-13 수송교회 내 수송작은도서관,dhkd007@hanmail.net,http://www.soosong.or.kr
111152,어린이 도서관 꿈꾸는 세상 (작은도서관),,120-848,02-375-7179,02-375-7179,서울 서대문구 홍은2동 407-10,lkypyr@naver.com,
111153,서초2동책사랑방 (작은도서관),,137-704,02-2155-7436,02-2155-7459,서울 서초구 서초동 1332-6,20090603176@seocho.go.kr,http://seocho2.seocho.go.kr/
111154,화곡4동 주민문고 (작은도서관),,157-898,02-2655-0471,02-2651-9282,서울특별시 강서구 화곡제4동 809-3,jino007@gangseo.seoul.kr,http://ccenter.gangseo.seoul.kr
111155,희망문고 (작은도서관),,157-010,02-2690-0511,02-2690-0511,서울 강서구 화곡동 1087-5 원흥타운 207호,kcs-520@hanmail.net,
111156,꿈이 있는 어린이 도서관 (작은도서관),,157-912,02-2601-5232,02-2601-0305,서울 강서구 화곡6동 957-10,kim900816@hanmail.net,
111157,예뜰문고 (작은도서관),,157-010,02-2698-5006,02-2606-1276,서울 강서구 화곡동 358-4,bogi2012@hanmail.net,
111158,환원어린이도서관,,157-230,02-2662-3485,02-2665-0607,서울 강서구 개화동 325-11,gscwc@hanmail.net,http://www.gscl.or.kr/
111159,하늘어린이문고 (작은도서관),,157-866,02-2605-0600/010-3239-9917,02-2065-0601,서울특별시 강서구 화곡동 995-14,haramsmom@hanmail.net,
111160,은천동 작은도서관,,08750,02-877-4237,02-887-6893,서울특별시 관악구 봉천로33나길 30,kgyuhee@gwanakcullib.seoul.kr,www.gwanakcullib.seoul.kr/
111161,발음도서관 (작은도서관),,157-833,02-2662-1372,02-2664-9206,서울 강서구 내발산1동 709-6 2층,sysshk@hanmail.net,http://www.baleum.org/club/~library
111162,신일지역문고 (작은도서관),,120-040,02-363-1004,02-363-1016,서울 서대문구 천연동 145-2,corban322@paran.com,
111163,방배1동 작은도서관,,137-843,02-2155-7765,02-2155-7769,서울 서초구 방배1동 922-18 방배1동주민센터,jungmi84@seocho.go.kr,
111164,하늘꿈 도서관 (작은도서관),,157-280,02-2664-3126,02-2661-4126,서초구 강서구 내발산동 720-2,shin-n-n@hanmail.net,http://www.nelvit.org
111165,카로스도서관 (작은도서관),,143-200,02-444-7004,02-454-8544,서울 광진구 구의동 590-3,goodchurch99@naver.com,
111166,좋은친구 어린이 도서관 (작은도서관),,157-816,02-2662-8326,,서울 강서구 공항동 1344번지 한사랑교회,lysim@seoul.go.kr,http://www.joyhmc.org/communityboard/communityboardView.do?ipostseq=13&icommunitymanagerseq=16
111167,그루터기 문고 (작은도서관),,143-867,02-444-0581,02-454-1614,서울 광진구 자양1동 658-1,dukmh31@hanmail.net,http://www.seongsan.org/
111168,천일어린이도서관,,134-866,02-478-8601,,서울 강동구 천호1동 223-1,libraryk@hanmail.net,http://cafe.daum.net/smilesmilebook
111169,가재울 아이파크 도서관 (작은도서관),,120-132,02-309-0132,02-376-2810,서울 서대문구 북가좌2동 458번지 가재울아이파크아파트,sk9806@hanmail.net,
111170,성수주민문고 (작은도서관),,133-833,011-447-6308,02-468-0691,서울시 성동구 성수2가3동 299-156,02030208@hanmail.net,
111171,아름드리 작은도서관,,121-232,02-322-8639,02-3156-8989,서울 마포구 망원2동 436-14 망원2동 주민센터 1층,keimarine@mapo.go.kr,http://cafe.naver.com/ardr/
111172,새빛작은도서관,,05054,02-3436-6852,02-3436-6852,서울특별시 광진구 아차산로 330,xnet1004@naver.com,
111173,소나무언덕3호 작은도서관,,05761,02-443-0130,,"서울특별시 송파구 성내천로 319, 4층",3210yap@songpa.go.kr,www.splib.or.kr
111174,송중문화정보도서관,,142-100,02-944-3100,02-944-3139,서울 강북구 미아동 138-11,sysop@gangbukcmc.seoul.kr,http://www.gangbuklib.seoul.kr/songjung/
111175,소나무언덕4호 작은도서관,,05674,02-2147-2375,02-2147-3861,서울특별시 송파구 송이로 34,k7209u@songpa.go.kr,http://www.splib.or.kr/sp4lib
111176,강동구립 암사도서관,,05253,02-429-0476,02-429-0471,서울특별시 강동구 고덕로20길 42,illtal@igd.or.kr,http://www.gdlibrary.or.kr/aslib
111177,인문학도서실,,110-800,02-747-6688,02-747-6680,서울 종로구 계동 1번지 중앙고등학교 내,kmoh@kmoh.org,http://www.kmoh.org
111178,푸른꿈 작은도서관(서울 은평구),,122-736,010-4330-6977,02-388-5951,서울 은평구 진관동2번지 은평뉴타운 상림마을 608동 1층,warmcolor@naver.com,
111179,남가좌새롬어린이도서관,,03665,02-360-8675,02-304-0084,서울특별시 서대문구 증가로10길 16-15,lyran@sscmc.or.kr,http://lib.sdm.or.kr
