LIB_CODE,LIB_NAME,DIVISION,ZIP_CODE,TEL,FAX,ADDRESS,E_MAIL,HOMEPAGE
146052,여수시립환경도서관,,550-817,061-690-8341,061-659-1927,전라남도 여수시 문수로 53-32,issun0@yeosu.go.kr,http://yslib.yeosu.go.kr/
146053,꿈나무작은도서관,,530-350,061-242-0321,061-242-0321,전남 목포시 삼학로 123번길 29(산정동),smiletree135@naver.com,없음
146054,반딧불작은도서관(목포),,530-320,061-242-0121,061-242-0121,전남 목포시 북교길 22,summlt@naver.com,http://www.mokpocitylib.or.kr
146055,꿈돌이작은도서관,,530-831,061-287-0306,061-287-0306,전남 목포시 옥암동 1094-6,skmy75@hanmail.net,http://www.mokpocitylib.or.kr
146056,옹달샘작은도서관,,530-756,061-272-0161,061-272-0161,전남 목포시 상동 739 주공아파트 1단지 상가,metheus78@hanmail.net,http://www.mokpocitylib.or.kr
146057,은하수작은도서관,,530-826,061-281-0152,061-281-0152,전남 목포시 상동 1004-3,udt018@hanmail.net,http://www.mokpocitylib.or.kr
146058,피터팬작은도서관,,530-350,061-279-2882,061-279-2882,전남 목포시 산정동 1785-17,rorobo77@yahoo.co.kr,http://www.mokpocitylib.or.kr
146059,전라남도학생교육문화회관,,59638,061-808-0183,061-808-0200,전라남도 여수시 대통1길 55,withzest@korea.kr,jsecc.jne.go.kr
146060,영광군립도서관 홍농작은도서관,,513-884,061-350-5663,,전남 영광군 홍농읍 상하리 265-7,lj710104@hanmail.net,
146061,해보 나비골 작은도서관,,525-872,061-320-3699,,전라남도 함평군 해보면 금덕리 369번지,unn88hi@korea.kr,
146062,금호작은도서관,,545-875,061-797-3308,,전남 광양시 금호동 624-22번지,younjm00@gwangyang.go.kr,
146063,송보영어작은도서관,,545-070,,,전남 광양시 마동 1055번지 송보파인빌 5차,younjm00@gwangyang.go.kr,
146064,대동면 사랑방문고,,525-833,061-320-3615,061-320-3462,전남 함평군 대동면 향교리 863-1,kimhg5887@hanmail.net,
146065,무등 작은도서관,,545-775,070-7811-1006,061-797-4175,전남 광양시 중동 무등파크아파트 관리동 1층,dreamshmh@korea.kr,
146066,대림 작은도서관,,545-706,061-797-2520,061-797-4175,전남 광양시 광양읍 덕례리 대림아파트,dreamshmh@korea.kr,
146067,풍덕글마루작은도서관,,57961,061-749-8454,,"전라남도 순천시 풍덕1길 52, 풍덕글마루도서관 (풍덕동)",-,www.sclibrary.or.kr
146068,순천시립 조례호수도서관,,540-951,061-749-8891,061-749-4716,전라남도 순천시 조례2길 31 (조례동),hoodu@korea.kr,www.sclibrary.or.kr
146069,순천시립해룡농어촌도서관,,58019,061-749-8647,061-749-4390,전남 순천시 해룡면 해룡로 1120,,https://library.suncheon.go.kr/
146070,무지개작은도서관(목포),,530-752,061-278-6316,061-278-6316,전남 목포시 연산동 1260번지 주공아파트3단지 관리사무소 2층,jihea618@hanmail.net,
146071,목포 어린이도서관,,58656,061-287-1922,061-287-1923,전라남도 목포시 옥암로186번길 30-7,iskim2@korea.kr,www.mokpochildlib.or.kr/
146072,정남진 도서관,,59327,061-863-5454,061-863-6996,전라남도 장흥군 장흥읍 흥성로 23,xormadk@korea.kr,http://www.jhjl.kr/
146073,순천시 봉화호롱불 작은도서관,,540-140,061-749-3809,061-749-3892,전남 순천시 연향동 1379-1,hoodu@korea.kr,http://www.sclibrary.or.kr
146074,월야작은도서관,,525-884,061-320-3807,,전남 함평군 월야면 월야리 1088번지,sy1023@korea.kr,
146075,진도철마도서관,,58915,061-540-3447,061-540-3577,전라남도 진도군 진도읍 철마길 25,jmy0102@korea.kr,lib.jindo.go.kr/
146076,태인작은도서관,,545-100,061-797-4803,061-797-4166,전남 광양시 태인동 1~1299,leetktj@korea.kr,
146077,고흥군립중앙도서관,,548-802,061-830-5966,061830-5940,전라남도 고흥군 고흥읍 고흥로 1793 (남계리 684-7),tarzan67@korea.kr,http://www.ghlib.go.kr
146078,초롱초롱작은도서관,,530-846,061-245-2004,061-245-2004,전남 목포시 죽교동 580-249번지,blueradis@nate.com,http://www.mokpocitylib.or.kr/
146079,순천 연동대주작은도서관,,540-320,061-726-7505,,전남 순천시 조례동,hoodu@korea.kr,
146080,전남순천시립 주암용오름 작은도서관,,540-843,061-749-3809,,전남 순천시 주암면 운룡리,hoodu@korea.kr,
146081,순천 승주 꿈꾸는 작은도서관,,540-804,061-749-3809,,전남 순천시 승주읍 평중리 57-4,061-749-3809,
146082,순천 매곡자치작은도서관,,540-948,061-749-3809,,전남 순천시 매곡동 432-12,061-749-3809,
146083,순천 낙안읍성작은도서관,,540-911,061-749-3809,,전남 순천시 낙안면 동내리 397-1,061-754-1006,
146084,순천 서면자치작은도서관,,540-811,061-754-1006,,전남 순천시 서면 동산리,061-754-1006,
146085,순천 해룡소안작은도서관,,540-851,061-749-3809,,전남 순천시 해룡면 대안리 소안,hoodu@korea.kr,http://www.sclibrary.or.kr
146086,순천 상사용암작은도서관,,540-862,061-749-3809,,전남 순천시 상사면 용암리,hoodu@korea.kr,
146087,순천 송촌글마루작은도서관,,540-320,061-725-0149,,전남 순천시 조례동 왕지송촌프라임아파트 104-106,hoodu@korea.kr,
146088,순천 생목벽산작은도서관,,540-756,061-901-2757,,전남 순천시 생목동 벽산아파트,hoodu@korea.kr,
146089,순천 조곡자치작은도서관,,540-963,061-749-3809,,전남 순천시 조곡동 187-3,hoodu@korea.kr,
146090,순천 신성풀꽃작은도서관,,540-856,061-724-3020,,전남 순천시 해룡면 신성리254-1,hoodu@korea.kr,
146091,순천 한옥글방도서관,,540-060,061-749-4034,,전남 순천시 행동 99,hoodu@korea.kr,
146092,순천 도사우성작은도서관,,540-753,061-749-3809,,전남 순천시 덕월동 우성아파트 관리동 1층,hoodu@korea.kr,
146093,순천 별량구룡작은도서관,,540-871,061-742-0447,,전남 순천시 별량면 구룡리,hoodu@korea.kr,
146094,순천 해룡호두작은도서관,,540-856,061-749-3809,,전남 순천시 해룡면 호두리,hoodu@korea.kr,http://www.sclibrary.or.kr
146095,순천 서면선평작은도서관,,540-813,061-749-3809,,전남 순천시 서면 선평리 1026,hoodu@korea.kr,
146096,순천 조례금호작은도서관,,540-772,061-749-3809,,전남 순천시 조례동 금호아파트,hoodu@korea.kr,
146097,순천 남제자치작은도서관,,540-942,061-749-3620,,전남 순천시 남정동 175-3,hoodu@korea.kr,
146098,가곡옹달샘작은도서관,,540-080,061-753-9861,,전남 순천시 가곡동,hoodu@korea.kr,
146099,순천 왕조2자치작은도서관,,540-969,061-749-3809,,전남 순천시 조례동 1823~1,hoodu@korea.kr,
146100,순천 풍덕금호작은도서관,,540-970,061-749-3809,,전남 순천시 풍덕동 1∼320번지,hoodu@korea.kr,
146101,순천 조례열린작은도서관,,540-784,061-721-2360,,전남 순천시 조례동 주공5차아파트 조례사회종합복지회관 2층,hoodu@korea.kr,
146102,순천 호반1차파랑새작은도서관,,540-140,061-749-3809,,전남 순천시 연향동 호반리젠시빌1차아파트 101-108,hoodu@korea.kr,
146103,순천 대대순천만,,540-290,061-749-3809,,전남 순천시 대대동,hoodu@korea.kr,
146104,순천 신원푸른숲작은도서관,,540-854,061-727-1881,,전남 순천시 해룡면 상삼리 신원아르시스 101-108,hoodu@korea.kr,
146105,순천 별량첨산작은도서관,,540-874,061-749-3809,,전남 순천시 별량면 봉림리,hoodu@korea.kr,
146106,순천 저전자치작은도서관,,540-180,061-749-3621,,전남 순천시 저전동 238,hoodu@korea.kr,
146107,순천 용당푸르미작은도서관,,540-771,061-749-3809,,전남 순천시 용당동 현대아파트 관리사무소2층,hoodu@korea.kr,
146108,순천 해룡성산작은도서관,,540-851,061-749-3809,,전남 순천시 해룡면 성산리 401,hoodu@korea.kr,http://www.sclibrary.or.kr
146109,순천 대주피오레작은도서관,,540-831,061-749-3809,,전남 순천시 월등면 송천리,hoodu@korea.kr,
146110,순천 대주생각나무작은도서관,,540-777,061-749-3809,,전남 순천시 조례동 대주3차아파트 관리사무,hoodu@korea.kr,
146111,순천 하날다래작은도서관,,540-140,061-749-3809,,전남 순천시 연향동 코아루아파트 관리사무소,hoodu@korea.kr,
146112,순천 책이랑작은도서관,,540-954,061-749-3883,,전남 순천시 연향동 1384-2,hoodu@korea.kr,
146113,순천 동신별빛작은도서관,,540-773,061-902-5795,,전남 순천시 조례동 동신1차아파트 관리사무소2층,dmr8553@naver.com,
146114,순천 월등송천작은도서관,,540-831,061-749-3809,,전남 순천시 월등면 송천리,hoodu@korea.kr,
146115,순천 작은나무도서관,,540-959,061-743-4071,,전남 순천시 장천동 59-10,hoodu@korea.kr,
146116,순천 주암광천작은도서관,,540-842,061-749-3809,,전남 순천시 주암면 광천리,hoodu@korea.kr,
146117,황전용림작은도서관,,540-823,061-749-3809,,전남 순천시 황전면 용림리,hoodu@korea.kr,
146118,순천기적의도서관,,540-855,061-749-8890,061-749-4717,전라남도 순천시 해룡면 기적의도서관길 60,graine@korea.kr,www.sclibrary.or.kr
146119,화순열린도서관,,519-950,061-379-3513,,전라남도 화순군 화순읍 광덕로 231 화순군민종합문화센터 3층,wooma@korea.kr,
146120,순천시립삼산도서관,,540-949,061-749-6691,061-749-4722,전라남도 순천시 중앙로 232 석현동,lkjh7053@korea.kr,www.sclibrary.or.kr
146121,호반2차꿈꾸는작은도서관,,540-726,061-749-3808,,전남 순천시 연향동 호반리젠시빌1차아파트 관리사무소,lkjh7053@korea.kr,http://www.sclibrary.or.kr/
146122,대대흑두루미작은도서관,,540-290,061-749-3808,,전남 순천시 대대동 도사동 주민자치센터,lkjh7053@korea.kr,
146123,해룡농어촌도서관ⓧ,,540-852,061-749-8647,,전라남도 순천시 해룡면 해룡로 1120,-,www.sclibrary.or.kr
146124,순천대주2차작은도서관,,540-730,061-749-3808,061-749-3592,전남 순천시 조례동 연동대주파크빌2차아파트 관리사무소,lkjh7053@korea.kr,
146125,매화반딧불작은도서관,,545-801,061-763-9789,061-763-9790,전남 광양시 광양읍 구산리 762-2,inoble77@korea.kr,
146126,전라남도립도서관,,58579,061-288-5200,061-288-5290,전라남도 무안군 삼향읍 남악로 210,kypark2@korea.kr,lib.jeonnam.go.kr/
146127,증도작은도서관,,535-822,061-240-8887,061-240-8887,전남 신안군 증도면 증동리 27-1 신안농협증도지점2층,dnfqhekdus@hanmail.net,
146128,도초작은도서관,,535-891,061-240-8677,061-240-8677,전남 신안군 도초면 수항리1396-2,hjung6040@hanmail.net,
146129,지도작은도서관,,535-802,061-240-8969,061-262-3011,전남 신안군 지도읍 읍내리 182번지,jinhy4801@naver.com,
146130,죽수아동문고,,519-811,1-373-8995,061-371-8995,전남 화순군 능주면 관영리 101-1 2층,muse0918@hanmail.net,
146131,화순작은도서관,,519-809,061-375-9122,,전남 화순군 화순읍 일심리 871-18번지 2층,sarang9122@hanmail.net,
146132,느티나무 마을 도서관,,519-803,061-372-2647,061-372-2647,전남 화순군 화순읍 광덕리 317번지 2층,pnemo5355@naver.com,http://cafe.caum.net/nti-tree
146133,청전문고,,519-809,061-374-4566,061-374-8140,전남 화순군 화순읍 일심리 670 청전아파트관리사무소,psk7707@naver.com,http://www.saemaul.com
146134,광덕문고,,519-803,061-374-4566,061-374-8140,전남 화순군 화순읍 광덕리 산62 화순군민회관,psk7707@naver.com,http://www.saemaul.com
146135,부영3차문고,,519-806,061-374-4566,061-374-8140,전남 화순군 화순읍 만연리 243,psk7707@naver.com,http://www.saemaul.com
146136,지혜샘어린이문고,,519-809,061-375-3004,,전남 화순군 화순읍 일심리869-8,supup@hanmail.net,
146137,해맑은 문고,,519-811,061-373-5400,061-061-061,전남 화순군 능주면 석고리248번지,eq5400@hanmail.net,http://2010/09/07
146138,선경3차꿈을키우는작은도서관,,550-769,061-652-6232,,전남 여수시 미평동 선경3차아파트,tange86@naver.com,
146139,아낌없이주는나무작은도서관,,534-821,061-287-1949,061-284-9954,전남 무안군 삼향면 남악리2101,cookinh@hanmail.net,
146140,큰사랑지역아동센터,,519-883,061-373-5234,,전남 화순군 동면 장동리 336,yeomjs0522@hanmail.net,
146141,다사랑문고,,519-953,061-371-0191,061-371-0692,전남 화순군 화순읍 유천리 220번지,ch4101@naver.com,
146142,여수중부작은도서관,,550-140,010-5655-0250,061-666-3664,전남 여수시 연등동 726-12,ydd72612@hanmail.net,
146143,늘푸른문고(전남),,519-812,061-371-9115,,전남 화순군 능주면 만수리125-1,opener64@naver.com,
146144,한려작은도서관,,550-761,061-920-9990,,전남 여수시 둔덕동 657번지 한려주공아파트 내 관리사무소 2층,eunjuonga@hanmail.net,
146145,화순중앙도서관,,519-951,061-373-8291,,전남 화순군 화순읍 대리 97-28,hcc0191@naver.com,
146146,삼일우리도서관,,59641,061-683-0888,061-692-0778,전남 여수시 화산2길 3-7 여천삼일교회 (화장동 729-7),samilju@naver.com,
146147,작은도서관(여수),,556-701,061-685-1166,061-685-0065,전남 여수시 소라면 죽림리 죽림1단지 관리사무소,2000plus@hanmail.net,
146148,해들누리 작은도서관,,556-811,061-642-0009,061-684-5114,전남 여수시 소라면 현천리 1049-4번지,ing-zzzing@hanmail.net,
146149,여서주공아파트 작은도서관,,550-779,061-651-1051,061-651-1139,전남 여수시 여서동 주공1차아파트 (101~111동),miju7297@naver.com,
146150,목양작은도서관,,59694,010-39130493,,"전라남도 여수시 웅천7길 43, 여수목양교회 (웅천동)",khs5377@hanmail.net,
146151,민들레작은도서관(여수),,550-770,061-652-3427,061-652-3487,여수시미평동 주공아파트단지내 미평사회복지관내 민들레작은도서관,satelys@hanmail.net,http://mipyeong.or.kr/well/bbs/board.php?bo_table=sub_4040
146152,원앙 작은도서관,,59701,061-653-2456,061-654-1789,"전남 여수시 여문1로 90, 원앙파크맨션 관리동3층",dmsgmlrla68@naver.com,
146153,흑산자산문화도서관,,,061-275-9300,061-240-8787,전남 신안군 흑산면 진리 249-1,dydxor0817@korea.kr,
146154,심청효문화 작은도서관,,516-921,061-363-4041,,전남 곡성군 오산면 선세리 702,tjdgusksh@hanmail.net,
146155,구름다리작은도서관,,516-932,061-362-1418,,전남 곡성군 겸면 운교리 546-1,precom68@hanmail.net,
146156,꿈꾸는 작은 도서관(전남 보성군),,546-802,061-853-0924,061-853-0925,전남 보성군 보성읍 보성리 362-3번지,bsg0924@bsgyouth.net,http://www.bsgyouth.net
146157,목포 연꽃작은도서관,,530-350,061-270-8286,061-270-3577,전남 목포시 산정동1091-5,dal6913@korea.kr,
146158,책마을도서관(전남),,519-808,061-374-8910,061-373-8910,전남 화순군 화순읍 향청리 6-2번지 2층,woddl78@nate.com,http://화순지역아동센터.kr
146159,빛나라도서관,,519-801,061-374-8047,061-374-8047,전남 화순군 화순읍 벽라리271-2,melodysong30@hanmail.net,
146160,꿈나무도서관,,519-808,061-374-1004,061-373-5102,전남 화순군 화순읍 향청리 82번지,kimcseon@naver.com,
146161,길작은도서관,,,010-7442-1064,,전남 곡성군 입면 서봉리 462-1번지,yelim5@naver.com,
146162,도곡숲정이문고,,519-832,061-372-8033,061-372-8033,전남 화순군 도곡면 천암2 64,woojoo2982@naver.com,http://cafe.daum.net/dogoksoop
146163,신화작은도서관,,519-800,061-371-5006,061-374-5006,전남 화순군 화순읍 진각로142-1,susenwha34@naver.com,
146164,다보리작은도서관,,546-802,061-852-2629,061-853-2629,전남 보성군 보성읍 송재로 281-11,bs2629@daum.net,
146165,학마을작은도서관(여수시),,555-010,061-920-6675,061-683-6004,전남 여수시 학동,mdn4198@hanmail.net,
146166,아주타운 작은도서관,,555-080,010-3621-5323,061-684-2365,전라남도 여수시 봉계대곡길 50 아주타운상가1층.아주타운작은도서관,altns5323@naver.com,
146167,샘뿔인문학연구소 작은도서관,,555-809,061-684-1961,,전남 여수시 학동 191-1 3층,123lms@hanmail.net,http://다음 카페. 샘뿔연구소
146168,그리스도와 함께하는 작은도서관,,550-250,061-651-8297,061-653-8297,전남 여수시 둔덕동 462-8,banditti@naver.com,
146169,장성군립삼계도서관,,515-873,061-393-7900,061-393-8765,전라남도 장성군 삼계면 영장로 1585,honging@korea.kr,http://www.jsah.net
146170,장성군립북이도서관,,515-843,061-393-7900,061-390-8536,전라남도 장성군 북이면 백양로 13,honging@korea.kr,http://www.jsah.net
146171,빛가람시립도서관,,58217,061-339-2562,061-339-2831,전라남도 나주시 빛가람로 717 202,najulib@korea.kr,http://lib.naju.go.kr
146173,목포영어도서관,,58656,061-285-8020,061-285-8021,전라남도 목포시 양을로 203 용당동 1188,sunmidug@hanmail.net,전라남도 목포시 옥암로 186번길 30-11(석현동)
146174,순천교도소,,57905,061-751-2114,,전라남도 순천시 서면 백강로 790 순천교도소,goojaeok@korea.kr,
146175,순천시립신대도서관,,58012,061-749-4374,061-749-4390,전라남도 순천시 해룡면 매안로 162,,https://library.suncheon.go.kr/
146176,관옥나무도서관,,58025,061-727-2210,,전라남도 순천시 해룡면 하사길 5 관옥나무도서관,girokgirok@hanmail.net,http://cafe.daum.net/GwanokNamasLibrary
146177,광양희망도서관,,57734,061-797-3858,061-797-4154,전라남도 광양시 광양읍 칠성리 432번지,leetktj@korea.kr,lib.gwangyang.go.kr
146178,전라남도강항지식정보센터,,58564,0612864123,0612864758,전라남도 무안군 삼향읍 오룡길 1 전남도청,abc365@korea.kr,
146179,여수 이순신도서관,,59693,061-659-2861,061-659-5856,"전라남도 여수시 웅천6길 51, 여수시이순신도서관",yuush1265@korea.kr,http://yslib.yeosu.go.kr/main/
146180,순천만생태문화교육원,,58000,061-811-3172,061-811-3113,"전라남도 순천시 생태배움길 22, 순천만생태문화교육원 (연향동)",lib4user@korea.kr,http://jseco.jne.go.kr
