LIB_CODE,LIB_NAME,DIVISION,ZIP_CODE,TEL,FAX,ADDRESS,E_MAIL,HOMEPAGE
144033,광천공공도서관,,32292,041-630-9255,042-630-1408,"충청남도 홍성군 광천읍 광천로 342, 광천복합청사 5층",leeji07@korea.kr,http://www.hongseong.go.kr/gclib/index.do
144034,당진시립송악도서관,,31732,041)350-4947,,충청남도 당진시 송악읍 틀모시로 840,july3078@nate.com,http://www.dangjin.go.kr/lib.do
144035,보령주산도서관,,355-861,041)930-3564,041-932-3226,충남 보령시 주산면 금암리 679-1,,
144036,성거도서관,,31044,041-521-3734,041-521-3859,충청남도 천안시 서북구 성거읍 천흥3길 3,saint121@korea.kr,
144037,아산시 배방도서관,,31484,041)540-2547,,충청남도 아산시 배방읍 모산로 140-12,,
144038,아산시 송곡도서관,,31450,041)537-3998,041)537-3955,충청남도 아산시 염치읍 송곡남길 82-4,kmj760@korea.kr,www.ascl.or.kr
144039,천안시쌍용도서관,,31170,041)521-3732,041)521-3739,충청남도 천안시 서북구 월봉4로 153,iamsunny0301@korea.kr,www.cheonan.go.kr/lib.do
144040,충청남도교육청평생교육원,,31233,041-629-2071,041-557-0016,충청남도 천안시 동남구 목천읍 충절로 843,hangs@cnoe.or.kr,https://cle.cne.go.kr/
144041,금산기적의도서관,,32726,041-754-7705,041-754-7785,충청남도 금산군 금산읍 비단로 296-13,sunja1230@korea.com,http://library.geumsan.go.kr
144042,계룡도서관,,321-900,042-840-3602,042-840-3609,충남 계룡시 새터산길 27,0907@korea.kr,lib.gyeryong.go.kr/
144043,공주기적의도서관,,32593,041-840-8955,041-840-2360,충청남도 공주시 무령로 550-53 꿈든솔 공주기적의도서관,ljj367@korea.kr,https://www.gongjulib.go.kr/html/kr/
144044,아산시립남산도서관ⓧ,,336-010,041-537-3971,,충남 아산시 온천동 266-35,snowju@hanmail.net,http://www.ascl.or.kr
144045,아산시꿈샘어린이청소년도서관,,31510,041-537-3966,,충청남도 아산시 시민로 500 (권곡동),piltong@hanmail.net,http://www.ascl.or.kr
144046,금산인삼고을도서관,,32726,041-750-4461,041-751-6730,"충청남도 금산군 금산읍 금산로 1543, 금산인삼고을도서관",sunja12@korea.kr,http://library.geumsan.go.kr
144047,천안시중앙도서관 아우내분관,,330-861,041-521-2801,,충남 천안시 동남구 병천면 병천리 360-1,shmlee@hanmail.net,http://lib.cheonan.go.kr
144048,중앙동작은도서관(천안시),,31129,041-566-2639,,충청남도 천안시 동남구 영성로 69-1 (오룡동),reorange80@nate.com,www.cheonan.go.kr/lib.do
144049,일봉동작은도서관,,31154,041-573-3353,,충청남도 천안시 동남구 차돌고개4길 18 (다가동),reorange80@nate.com,lib.cheonan.go.kr/
144050,성남면작은도서관,,31245,041-622-6665,,"충청남도 천안시 동남구 성남면 신사대화로 149, 성남면사무소 (좌측건물)",reorange80@nate.com,www.cheonan.go.kr/lib.do
144051,원성2동 작은도서관,,31186,041-521-3093,,충청남도 천안시 동남구 원거리8길 43 (원성동),heo3336@hanmail.net,lib.cheonan.go.kr/
144052,성정2동작은도서관,,330-170,041-561-5206,041-521-2809,충남 천안시 성정동 1179 여성회관 5층,lmh9952@naver.com,http://lib.cheonan.go.kr/
144053,풍세면작은도서관,,330-913,041-554-5201,041-521-2809,충남 천안시 풍세면 풍서리 384-1,asss1120@nate.com,http://lib.cheonan.go.kr/
144054,거산작은도서관,,343-811,041-350-3978,,충남 당진군 신평면 거산리 46-2 (동부새마을금고 2층),nami338@nate.com,http://cafe.naver.com/dsm
144055,고대웃음꽃작은도서관,,343-844,041-350-4840,,충남 당진군 고대면 진관리 350-5,nami338@nate.com,http://cafe.naver.com/dsm
144056,석문생각나무작은도서관,,343-853,041-350-4842,,충남 당진군 석문면 삼봉리 992-4,,http://cafe.naver.com/dsm
144057,송산개미작은도서관,,343-833,041-350-4846,,충남 당진군 송산면 삼월리 115-1,nami338@nate.com,http://cafe.naver.com/dsm
144058,순성반딧불이작은도서관,,343-895,041-350-4844,,충남 당진군 순성면 봉소리 119-3,nami338@nate.com,http://cafe.naver.com/dsm
144059,원당꿈초롱작은도서관,,343-808,041-350-3974,,충남 당진군 당진읍 원당리 원당마을아파트 관리동 2층,nami338@nate.com,http://cafe.naver.com/dsm
144060,문성동작은도서관,,330-130,041-521-2802,,충남 천안시 성황동 35-13,asss1120@nate.com,
144061,천안시쌍용도서관 도솔분관,,31162,041-521-3911,,"충청남도 천안시 서북구 번영로 156, 천안시청 민원동 2층 (불당동)",lmh9952@naver.com,www.cheonan.go.kr/lib.do
144062,당진시립중앙도서관,,31776,041-369-6916,041-350-4979,충청남도 당진시 당진중앙2로 132-30 (읍내동),dlib@korea.kr,http://www.dangjin.go.kr/lib.do
144063,송악샘터작은도서관,,343-826,041-350-3972,,충남 당진군 송악면 중흥리 375-82 노인회관 2층,dlib@korea.kr,
144064,대천문화원 부속 도서관,,355-936,041-934-3061,041-936-3071,충남 보령시 동대동 983-16,shs9252@hanmail.net,http://daecheon.cult21.or.kr
144065,입장면작은도서관,,330-827,041-583-5001,,충남 천안시 입장면 하장리 101-1,lmk1120@korea.kr,
144066,엄사도서관,,32809,042-840-3662,042-840-3669,충청남도 계룡시 엄사면 번영7길 17,ddggppte@korea.kr,lib.gyeryong.go.kr
144067,천안박물관작은도서관,,330-150,041-522-7719,041-521-2809,충남 천안시 삼룡동 261-10 천안박물관 지하1층,kjy0701@korea.kr,
144068,추부도서관,,312-941,041-750-2966,041-750-2379,"충남 금산군 추부면 마전리 420-8, 422-1",rurouni2233@korea.kr,
144069,금산작은도서관,,312-804,041-754-1318,,충남 금산군 금산읍 하옥리 291-3,che2000@korea.kr,
144070,인지작은도서관,,32015,070-8244-2588,070-8233-2588,"충청남도 서산시 인지면 둔당로 74-21, 1층",autugita09@hanmail.net,
144071,천안시중앙도서관 두정분관,,31100,041-521-2801,041-521-2809,충청남도 천안시 서북구 부성3길 9,sky10@korea.kr,www.cheonan.go.kr/lib.do
144072,성환읍다문화작은도서관,,331-805,041-521-2802,041-521-2809,충남 천안시 서북구 성환읍 성환리 274-1 성환읍사무소2층,asss1120@korea.kr,
144073,서로사랑문고 (작은도서관),,331-817,041-588-8291,041-581-7199,충남 천안시 서북구 직산읍 수헐리 6-10,basilrea@hanmail.net,
144074,늘푸른문고 (작은도서관),,331-300,041-622-2543,041-622-2543,충남 천안시 서북구 성성동 122-1,ohj914@hanmail.net,
144075,늘푸른문고 (작은도서관),,323-802,041-832-9182,041-832-9182,충남 부여군 부여읍 중정리 79-2,hso7004@naver.com,
144076,그린문고 (작은도서관),,331-787,041-522-9164,041-522-9169,충남 천안시 서북구 백석동 백석그린빌2차아파트 관리사무소,mini7087@naver.com,
144077,사랑의 도서관 (작은도서관),,357-931,041-672-6887,,충남 태안군 소원면 모항1리 사랑의 도서관,bendan76@nate.com,
144078,부여군청소년수련원(문화의집),,323-806,041-830-2796,041-835-5504,충남 부여군 부여읍 동남리 9-9,su8631@naver.com,http://www.buyeoyouth.co.kr/
144079,천안주민문고 (작은도서관),,331-220,041-552-3143,041-553-3144,충남 천안시 서북구 백석동 826,pyongkyu58@hanmail.net,
144080,대원칸타빌도서관 (작은도서관),,331-737,041-553-9670,041-553-9671,충남 천안시 서북구 불당동 대원칸타빌아파트 관리사무소,dudtnr9904@naver.com,
144081,한들마을문고 (작은도서관),,331-819,041-523-8970,041-523-8965,충남 천안시 서북구 백석동 벽산블루밍2차아파트 924번지 201-204,sharpco2@naver.com,
144082,사랑주민문고(작은도서관),,321-931,042-841-8554,042-841-8554,충남 계룡시 엄사면 엄사리 365-7,,
144083,남천안작은도서관,,31179,041-578-1008,041-573-2388,충청남도 천안시 서북구 충무로 53 남천안어린이도서관,jdj92@naver.com,http://cafe.naver.com/namlib
144084,우림 작은도서관,,321-900,042-383-0993,042-841-2572,충남 계룡시 금암동 우림루미아파트 관리사무소 2층,ym3336@nate.com,
144085,월포교회사랑문고 (작은도서관),,325-811,041-952-8835,041-952-6622,충남 서천군 마서면 월포리 345-5,hampj@hanmail.net,
144086,두란노 독서문화원 (작은도서관),,321-931,042-841-4711,042-841-4700,충남 계룡시 엄사면 엄사리,,
144087,두정마을문고 (작은도서관),,331-210,041-552-4128,,충남 천안시 서북구 두정동 119번지,julove9191@hanmail.net,
144088,보령햇살 작은도서관,,33439,010-5333-1466,,"충청남도 보령시 봉재산3길 19, 도서관 (대천동)",windkoj@hanmail.net,http://cafe.daum.net/windkoj
144089,성주 작은도서관,,355-912,041-933-5083,041-933-5083,충남 보령시 성주면 성주4리 265-217,yju77777@daum.net,
144090,대천1동문고 (작은도서관),,355-010,041-932-3014,041-930-3724,충남 보령시 대천동 170-1,sam1218@korea.kr,
144091,고대도서관,,355-842,041-932-2736,041-932-2753,충남 보령시 오천면 고대도리 1022-1,ultary106@hanmail.net,
144092,웅천문고 (작은도서관),,355-854,041-934-8358,041-934-8352,충남 보령시 웅천읍 대천리140-2,choijh44@hanmail.net,
144093,장암공부방문고 (작은도서관),,323-912,041-832-7604,041-832-7605,충남 부여군 장암면 석동리 564-5,kang628@hanmail.net,
144094,주바라기도서실 (작은도서관),,323-952,041-836-6353,,충남 부여군 석성면 증산리1320-55번지,khl0710@hanmail.net,
144095,외산도서관 (작은도서관),,323-892,041-835-9675,,충남 부여군 외산면 만수리 75-2,lsd7459@hanmail.net,
144096,황화정작은도서관,,33012,041-742-0864,041-742-0864,"충청남도 논산시 연무읍 득안대로 380-9, 황화정작은도서관",seowontaek0924@hanmail.net,
144097,하늘샘 마을문고 (작은도서관),,320-120,041-735-8124,041-735-8166,충남 논산시 화지동 42-3,nonsansky@hanmail.net,
144098,야화1리 작은도서관,,320-811,041-735-5083,,충남 논산시 채운면 야화리 89-5,hmjulia@naver.com,
144099,논산제일성결교회 작은도서관,,320-030,041-736-1991,041-736-1996,충남 논산시 내동 371-20 논산제일성결교회,jangks7664@hanmail.net,
144100,아름다운 도서관 (작은도서관),,320-080,041-733-5321,041-733-5320,충남 논산시 부창동 1번지,pms4820@naver.com,
144101,쉼터도서관 (작은도서관),,320-804,041-732-1419,041-736-8261,충청남도 논산시 시민로308번길 10-9,"ansdlrtkd1@naver.com, nsysccc@naver.com",
144102,은평작은도서관,,325-907,041-953-5030,041-957-0691,충남 서천군 장항읍 창선2리 394-3번지,0114504356@naver.com,
144103,아이따라 가족도사관 (작은도서관),,320-803,041-733-3451,041-733-3455,충남 논산시 취암동 1047-6번지,cu06015@cu.co.kr,
144104,미산성실도서관,,355-871,041-933-1475,041-933-1475,충남 보령시 미산면 내평리 321-2,soungsilch@hanmail.net,http://cafe.daum.net/soungsilch
144105,두란노도서관 (작은도서관),,320-010,041-736-1002,041-736-1008,충남 논산시 강산동 134-1,okjinnn@nate.com,http://www.ncpch.or.kr
144106,천동교회작은도서관,,320-954,041-732-8173,,충남 논산시 광석면 천동리353-6,kjt7897@hanmail.net,
144107,직산읍작은도서관,,331-816,041-583-0337,,충남 천안시 서북구 직산읍 읍사무소 1길 11,lmk1120@korea.kr,
144108,광덕작은도서관,,330-923,041-522-0333,041-521-2809,충남 천안시 동남구 광덕면 신흥리 3길 76,lmk1120@korea.kr,
144109,당진시립송악해나루작은도서관,,343-823,041-350-4812,,충남 당진군 송악읍 한진리 408-32,dlib@korea.kr,
144110,노성교회작은도서관,,320-922,041-736-5071,,충남 논산시 노성면 읍내리 103,01074416008@paran.com,
144111,고북작은도서관,,356-811,041-660-2588,041-660-2588,충남 서산시 고북면 가구리 617-29 고북면종합청사2층,lekwoo35@korea.kr,
144112,서면 작은도서관,,33602,041-953-4603,,충청남도 서천군 서면 서인로 769,kej56kr@hanmail.net,
144113,대호지책나래 작은도서관,,343-872,041-350-4944,041-350-4945,충남 당진군 대호지면 조금리 150-15번지 (대호지복지회관 1층),efsonata@korea.kr,http://www.djecs.go.kr
144114,월남마을도서관,,33624,041-952-0318,0504-318-2491,"충청남도 서천군 한산면 종단길83번길 2, 종지리 249-1",chj3184@daum.net,
144115,여우네도서관,,33656,041-956-2020,,충청남도 서천군 마서면 신장로 233-27,yeu2020@daum.net,http//cafe.daum.net/apoyoune/
144116,아산시평생학습관 도서실,,336-050,041-537-3901,041-537-3910,충남 아산시 용화동 423-6,lllcity@korea.kr,http://www.asanlife.or.kr/
144117,천안축구센터작은도서관,,331-170,041-521-2802,041-521-2802,충남 천안시 서북구 성정동 602-1 천안축구센터,lmh9952@korea.kr,
144118,신안동작은도서관,,330-943,041-521-2802,041-521-2809,충남 천안시 동남구 신부동 492-4 신부충효교실 2층,lmh9952@korea.kr,
144119,정산도서관,,345-814,041-940-2555,,충남 청양군 정산면 서정리 22번지,mdrjin@korea.kr,
144120,제원면 작은도서관,,312-823,041-750-4464,,충남 금산군 제원면 제원리 264-1,bjshin@korea.kr,http://www.gspl.kr
144121,꿈나무 작은도서관,,320-941,041-734-2630,041-734-2630,충남 논산시 성동면 개척리 228-1,youth315@hanmail.net,
144122,빛뜰작은도서관,,355-922,041-934-7230,041-934-7242,충남 보령시 주교면 관창리 397-4,gywori@hanmail.net,http://www.westrc.or.kr
144123,부석작은도서관,,32019,041-660-2588,041-662-3368,충청남도 서산시 부석면 취평2길 26-13,jwhshine@seosan.go.kr,www.seosan.go.kr/citylib/index.do
144124,서해 그랑블 1 차 아파트 작은도서관,,336-736,041-547-0030,041-547-0029,충남 아산시 권곡동 아산충무서해그랑블아파트 101-107,ychun0207@hanmail.net,
144125,비발디작은도서관,,356-769,070-4354-2350,,충남 서산시 동문동 1259 한라비발디아파트 비발디작은도서관,smp225@hanmail.net,
144126,늘푸른작은도서관(서산),,356-772,041-663-8626,041-663-8627,충남 서산시 지곡면 무장리 늘푸른오스카빌아파트 107동 지하,erena5129@naver.com,
144127,희망꿈작은도서관,,355-120,041-934-9875,,충남 보령시 죽정동 주공아파트 781번지,redcine@nate.com,
144128,읍내현대작은도서관,,356-763,041-681-4969,041-681-4963,충남 서산시 읍내동 55번지 현대아파트 관리사무소,siapt2000@hanmail.net,
144129,웃음소리작은도서관,,355-140,041-934-0744,,충남 보령시 동대동 367번지 평신부락,nadan1475@naver.com,
144130,보령작은도서관,,355-935,010-7415-1106,,충남 보령시 동대동 1386번지,nadan1475@hanmail.net,
144131,쉴만한물가 작은도서관,,356-040,041-665-4111,041-669-0191,충남 서산시 잠홍동 261-1(잠홍2길 11번지),seosancity@hanmail.net,
144132,사과나무작은도서관(충남),,355-140,041-934-0082,041-934-8799,충남 보령시 동대동1967 휴먼시아@동대4관리소 내,pssp32@naver.com,http://www.kohom.co.kr
144133,논산시청소년수련관작은도서관,,320-090,041-730-3492,041-730-3869,충남 논산시 지산동 459,rain1977@korea.kr,
144134,판교도토리작은도서관,,325-844,041-953-5012,041-953-5012,충남 서천군 판교면 종판로 901번길 14,gujurang@hanmail.net,
144135,태안주공작은도서관,,357-905,041-670-2575,041-673-8132,충남 태안군 태안읍 동문리 7길 태안주공아파트 관리사무소,bendan76@korea.kr,
144136,예산군립도서관,,340-802,041-339-8222,041-339-8229,충남 예산군 예산읍 벚꽃로 214,yssung75@korea.kr,
144137,신동아작은도서관,,350-801,041-632-3993,,충남 홍성군 홍성읍 고암리 1077번지 신동아아파트,coldew2@hanmail.net,
144138,꿈꾸는숲작은도서관,,355-831,070-4235-4623,,충남 보령시 주포면 보령리 172-3,ayjun21@daum.net,
144139,무창포작은도서관,,355-851,041-936-3824,,충남 보령시 웅천읍 관당리 779-3,sugen2@hanmail.net,
144140,동대천작은도서관,,355-938,041-931-0691,041-935-0635,충남 보령시 동대동 1622,hmyoul2040@paran.com,
144141,양촌제일도서관,,320-853,041-741-2630,041-741-4208,충남 논산시 양촌면 인천리 432-84,jeil2253@hanmail.net,
144142,신방도서관,,31208,041-521-2804,,충청남도 천안시 동남구 통정4로 7,ej0370@korea.kr,http://lib.cheonan.go.kr
144143,성정1동작은도서관,,331-170,041-521-2802,041-521-2809,충남 천안시 서북구 선영8길 7(성정동 135-4),kjy0701@korea.kr,
144144,목천읍작은도서관,,330-840,041-521-2802,041-521-2809,충남 천안시 동남구 목천읍 서리2길 31 목천초등학교,kjy0701@korea.kr,
144145,서산어린이도서관,,356-802,041-666-7106,041-666-7102,충남 서산시 동문동 534번지(서령로 136),sscwc@seosancwc.or.kr,http://www.ssclib.or.kr
144146,한솔동 주민센터 도서관,,339-822,044-301-6125,044-301-6129,세종특별자치시 노을3로 85,helloyul@korea.kr,http://lib.sejong.go.kr
144147,행복한 작은도서관(동문동)ⓧ,,356-800,041-669-8033,041-669-8033,충남 서산시 율지8로 36(동문동 134-2),taisori@daum.net,http://2012/8/3
144148,이편한작은도서관,,339-762,044-866-5567,044-867-5569,충남 연기군 조치원읍 신흥리 e-편한세상아파트 (102동),ektkfkd133@hanmail.net,
144149,한국폴리텍대학 아산캠퍼스,,336-781,041-539-9421,041-539-9449,충남 아산시 신창면 행목리 한국폴리텍Ⅳ대학아산캠퍼스,jkk@kopo.ac.kr,http://www.kopo.ac.kr
144150,푸른나무 작은도서관,,339-759,044-867-0025,,충남 연기군 조치원읍 신흥리 푸르지오1차 (101~112동)관리동 2층,marine124@hanmail.net,
144151,대원네스트빌작은도서관,,339-813,044-868-8202,,충남 연기군 서면 봉암리,lhw0913@hanmail.net,
144152,효나눔작은도서관,,355-872,041-931-8490,,충남 보령시 미산면 풍계리 283-6,9318490@hanmail.net,
144153,서산롯데캐슬 작은도서관,,356-773,041-669-5501,041-669-5502,충남 서산시 읍내동 서산롯데캐슬아파트 관리동 2층 독서실,lotte5501@hanmail.net,
144154,화목한교회작은도서관,,356-881,041-669-6208,041-669-6208,충남 서산시 인지면 둔당리 328-2청구상가2층,cckyoo64@naver.com,
144155,예천1주공 작은도서관,,356-770,041-669-5885,041-669-5887,충남 서산시 예천동 예천동주공1단지아파트 (101~110동),j6739375@hanmail.net,
144156,수림작은도서관(충남),,356-842,041-663-0596,041-663-0597,충남 서산시 음암면 부장리 219-2,jisu@naver.com,
144157,태안군립중앙도서관,,32140,041-670-2575,041-673-8132,충청남도 태안군 태안읍 백화로 184,bendan76@korea.kr,www.taean.go.kr/area/sub08_00.do
144158,문산마을도서관,,325-922,041-950-4587,041-952-1135,충남 서천군 문산면 신농길24번길 4,hjlee11030@hanmail.net,
144159,한빛장애인 작은도서관,,331-964,041-579-2752,041-573-1177,충남 천안시 서북구 두정동 1903번지 태산빌딩 202호,5792752@daum.net,http://www.hanbit1.co.kr
144160,온누리 작은도서관,,357-907,042-673-8132,,충남 태안군 태안읍 삭선리 763-9 (삭선6리 마을회관 2층),deuxxy@korea.kr,
144161,책읽는마을 작은도서관,,325-703,041-951-9449,041-951-4879,충남 서천군 서천읍 사곡리 휴먼시아아파트 관리동2층,sagok9449@hanmail.net,
144162,꿈꾸는 작은 도서관(충남 청양군),,345-842,010-3316-3862,,충남 청양군 청남면 청소리 299-1,songhyun86@hanmail.net,
144163,음암책읽는마을 작은도서관,,356-843,041-669-7736,041-669-7736,충남 서산시 음암면 부산리 533,mek6509@hanmail.net,
144164,서산문화원 작은도서관,,356-837,041-669-5050,041-669-4567,충남 서산시 읍내동 516,seosan5050@kccf.or.kr,http://seosan.cult21.or.kr
144165,미문작은 도서관,,356-842,041-664-8848,041-663-2088,충남 서산시 음암면 도당7리 1550-27,yh9773@hanmail.net,
144166,글사랑도서관,,356-802,041-667-8505,041-667-8508,충청남도 서산시 학동1길 17  (동문동),6681005@daum.net,http://kbnuri.org
144167,중앙 작은도서관(서산시),,356-819,070-7106-0192,041-667-7964,충남 서산시 석림동 669-1,smh667@naver.com,
144168,진산도서관,,32704,041-750-4484,041-750-4489,충청남도 금산군 진산면 읍내로 63,sunja12@korea.kr,gspl.kr
144169,죽정도서관,,33441,041-930-3128,041-936-8791,충청남도 보령시 체육관길 17 (죽정동),choming6@korea.kr,library.brcn.go.kr
144170,홍산공공도서관,,323-840,041-830-2610,041-837-2611,충남 부여군 홍산면 홍산로 77-1,daseul777@nate.com,
144171,제20전투비행단(병영도서관),,32024,041-689-1157,,충청남도 서산시 해미면 신성로 330-1 사서함 384-1,un2367@hanmail.net,
144172,아산시 탕정온샘도서관,,31457,041-536-8740,,충청남도 아산시 탕정면 한내로 209 탕정온샘도서관,eslee@korea.kr,http://ascl.asan.go.kr
144173,충남도서관,,32254,041-635-8064,041-635-7999,"충청남도 홍성군 홍북읍 도청대로 577, 충남도서관",hscho33@korea.kr,
144174,아산시중앙도서관,,31572,0415306600,,충청남도 아산시 남부로 229,felicity27@korea.kr,http://ascl.asan.go.kr
144175,천안청수도서관,,31194,041-521-3924,041-521-3929,충청남도 천안시 동남구 청수16로 5-10 (청수동),juijja@korea.kr,http://www.cheonan.go.kr/lib.do
144176,홍동밝맑도서관,,32284,041-634-2333,,충청남도 홍성군 홍동면 광금남로 658-7,network7@naver.com,
144177,천안아산상생협력센터도서관,,31168,041-427-7934,--,충청남도 천안시 서북구 공원로 109 천안아산상생협력센터도서관,felicity27@korea.kr,www.capc.go.kr
144178,논산열린도서관,,32994,041-746-5794,041-746-5769,충청남도 논산시 관촉로 113-23,beautyj@korea.kr,www.nonsan.go.kr/lib/lib.do
144179,육군 항공학교 도서관,,32902,041-731-6418,,충청남도 논산시 노성면 노성로 430 항공학교 도서관,aas6200@army.mil.kr,
144180,음봉어울샘도서관,,31417,041-530-6450,,충청남도 아산시 음봉면 음봉로 515-36,lyr0326@korea.kr,
