LIB_CODE,LIB_NAME,DIVISION,ZIP_CODE,TEL,FAX,ADDRESS,E_MAIL,HOMEPAGE,LATITUDE,LONGITUDE
148045,꿈샘작은도서관,,50963,055-333-2771,055-334-2775,"경상남도 김해시 흥동로 7, 김해중앙교회 꿈샘작은도서관 (풍유동)",cho5100@daum.net,,,
148046,거창군립한마음도서관,,50130,055-940-8470,055-940-3739,경상남도 거창군 거창읍 거열로6길 11,crow1027@yahoo.co.kr,http://library.geochang.go.kr/,35.68908745,127.90377849057066
148047,진주시어린이전문도서관,,660-992,055-749-2495,055-749-2876,경남 진주시 평거동 761,angelsjy@daum.net,http://www.jinjulib.or.kr/,35.1709417,128.0557403
148048,석전2동마을문고,,630-010,055-296-2524,055-253-0637,마산시 석전동 255-6,woodsyeyes@naver.com,,35.2200867,128.5791816
148049,진해기적의도서관,,51595,055-547-0095,055-547-0955,경상남도 창원시 진해구 석동로 70 진해기적의도서관(석동),hsfs1004@hanmail.net,http://www.jhml.or.kr,,
148050,동부도서관,,51604,055-225-7531,055-225-4806,경상남도 창원시 진해구 용재로 66,yakum@korea.kr,http://lib.changwon.go.kr/db,35.1011404,128.8163669
148051,상남도서관,,51500,055)264-2719,055)264-2723,경상남도 창원시 성산구 원이대로 810,gilgang@hanmail.net,www.cwcl.or.kr/,35.211573,128.6969372
148052,고향의봄도서관,,51371,055-225-7371,055-294-7279,경상남도 창원시 의창구 평산로135번길 32,libhss@hanmail.net,http://lib.changwon.go.kr/gh/index_real.php,35.2555963,128.6200493
148053,고성동부도서관,,638-813,055-670-2205,055-670-2209,경남 고성군 회화면 배둔리 468-14,dkdlslemdb@korea.kr,,35.0595118,128.3622526
148054,화정글샘도서관,,621-070,055-330-2971,055-330-2918,경상남도 김해시 삼계중앙로13번길 19,sjs6069@korea.kr,http://lib.gimhae.go.kr/,35.2630239,128.8666613
148055,남해화전도서관,,52419,055-860-3864,055-860-3879,"경상남도 남해군 남해읍 망운로30번길 9, 남해평생학습관(화전도서관)",choi8640@korea.kr,https://lib.namhae.go.kr,,
148056,젤미작은도서관,,621-831,055-313-4149,055-312-0246,경남 김해시 장유면 삼문리 부영그린타운7차아파트 관리소 지하1층,jelmilib@hanmail.net,http://cafe.daum.net/jelmilib,,
148057,시호미래작은도서관,,621-871,055-346-7274,,"경상남도 김해시 한림면 한림로641-22, 시호복지회관 2층",hr3801@hanmail.net,http://lib.gimhae.go.kr,,
148058,캐슬작은도서관,,621-020,055-334-4822,,"경남 김해시 가야로451번길 9, 관리동 2층(동상동, 롯데캐슬1단지 아파트)",ondol1970@hanmail.net,http://lib.gimhae.go.kr,,
148059,덕산작은도서관(김해),,621-775,070-7760-0775,,"경상남도 김해시 함박로119번길 6, 관리동 2층(외동, 덕산아파트)",ranghae9421@hanmail.net,http://lib.gimhae.go.kr,,
148060,하늘빛작은도서관,,621-727,055-314-3601,,경남 김해시 구산동 구지마을동원아파트 복리동지하1층,mshong3@gimhae.go.kr,,,
148061,월산주공작은도서관,,621-833,055-311-0261,,경남 김해시 장유면 부곡리 805-1 월산주공11단지 관리동 2층,mshong3@hanmail.net,http://lib.gimhae.go.kr,,
148062,장유대우작은도서관,,50998,055-312-4489,,"경상남도 김해시 팔판로 71, 복리동 2층 (관동동, 팔판마을5단지푸르지오아파트)",librarydw2017@hanmail.net,http://lib.gimhae.go.kr,,
148063,대동한마음작은도서관,,621-090,055-326-7760,055-904-9963,"경상남도 김해시 함박로101번길 19, 관리동 2층(외동, 대동아파트)",hyang9149@hanmail.net,http://lib.gimhae.go.kr,,
148064,불암동작은도서관,,621-210,055-336-7879,,경남 김해시 불암동 220-259 선암마을회관 3층,mshong3@hanmail.net,http://lib.gimhae.go.kr,,
148065,삼계푸르지오작은도서관,,621-070,055-339-7870,,"경상남도 김해시 가야로 19, 관리동 2층 (삼계동, 분성마을5단지푸르지오아파트)",ondol1970@hanmail.net,http://lib.gimhae.go.kr,,
148066,진례작은도서관,,621-883,055-345-4277,,경상남도 김해시 진례면 송현로21-1,yoois67@hanmail.net,http://lib.gimhae.go.kr,,
148067,대포천작은도서관,,621-812,055-323-8766,,경상남도 김해시 상동면 장척로756번길 6,nene-1234@hanmail.net,http://lib.gimhae.go.kr,,
148068,비봉 어린이도서관,,660-200,055-749-2490,,경남 진주시 옥봉동 397-3,na-nahyeon@hanmail.net,http://www.jinjulib.or.kr,35.1960521,128.0943519
148069,생각이크는작은도서관,,621-807,055-346-4406,,"경상남도 김해시 진영읍 김해대로361번길 31, 관리동 지하1층(진영자이아파트)",iyessir@naver.com,http://lib.gimhae.go.kr,,
148070,책고래작은도서관,,621-831,055-330-6683,,경남 김해시 장유면 삼문리 1333 장유e편한세상@ 관리동 3층,mshong3@hanmail.net,,,
148071,김해청소년문화의집,,621-900,055-330-6683,,경남 김해시 구산동 93-4,mshong3@gimhae.go.kr,http://ghyouth.or.kr/,,
148072,마산시 우리누리 청소년문화센터,,630-520,055-220-6727,055-245-9179,경남 마산시 합성동 91-3,master@masan.go.kr,http://www.urinuri.go.kr,,
148073,마산시립도서관 중리초등학교 복합시설 도서관,,630-856,055-225-7492,055-225-4804,경상남도 창원시 마산회원구 내서읍 삼풍로 79,sizzmine@korea.kr,http://www.cwcl.or.kr/2010/lib/jungri/main/main.php,35.233655,128.5016491
148074,팔판작은도서관,,621-831,055-312-9822,,경남 김해시 장유면 관동리 448-1 팔판마을부영3단지,palpan9822@hanmail.net,http://cafe.daum.net/vkfvks/,,
148075,글혜윰작은도서관,,621-807,055-342-0674,,"경상남도 김해시 진영읍 김해대로361번길 34, 관리동 2층(김해진영코아루아파트)",hee6380@hanmail.net,http://lib.gimhae.go.kr,,
148076,우리작은도서관(김해),,621-722,055-312-3342,,경남 김해시 장유면 삼문리 부영그린타운아파트,kms3123342@naver.com,,,
148077,석봉마을작은도서관,,621-713,055-330-6683,,경남 김해시 장유면 무계리 대동아파트,keys@korea.kr,http://cafe.daum.net/seokbong.co.kr/,,
148078,대동푸른뜰 작은도서관,,621-891,070-8883-4883,055-335-4883,"경상남도 김해시 대동면 동남로41번길 13-11,  대동복지회관 1층",egg9123@hanmail.net,http://lib.gimhae.go.kr,,
148079,한신책사랑작은도서관,,621-779,055-337-5151,,"경상남도 김해시 분성로48번길 16, 관리동 2층(외동, 한덕한신타워아파트)",applejjs@naver.com,http://lib.gimhae.go.kr,,
148080,뜨란채작은도서관,,621-922,055-336-1250,,"경상남도 김해시 우암로36, 관리동 2층(외동, 뜨란채아파트)",gomi08@naver.com,http://lib.gimhae.go.kr,,
148081,이안나누리작은도서관,,621-070,070-8168-0648,055-313-0647,경남 김해시 삼계동 610 삼계이안아파트주민공동시설,wizme1109@hanmail.net,,,
148082,삼계로얄작은도서관,,50897,055-311-2151,055-311-2151,"경상남도 김해시 가야로 60, 관리동2층 삼계로얄작은도서관 (삼계동, 분성마을동원로얄듀크아파트)",royallibrary@naver.com,,,
148083,분성IPARK작은도서관,,621-770,055-330-6683,,경남 김해시 삼계동 분성마을아이파크아파트,keys@korea.kr,,,
148084,진영한빛도서관,,621-805,055-330-4831,055-330-6786,경상남도 김해시 진영읍 김해대로 440,gimhaelib@korea.kr,http://lib.gimhae.go.kr,35.3045341,128.713225
148085,김해글로벗도서관,,621-030,055-338-1616,,"경상남도 김해시 가락로81, 아이조이빌딩 6층(서상동) 김해 외국인근로자지원센터",good529@naver.com,http://lib.gimhae.go.kr,,
148086,도동어린이도서관,,660-330,055-749-2491,,경남 진주시 하대동 139-43,cecily21@naver.com,http://www.jinjulib.or.kr,35.1920314,128.1162152
148087,내외작은도서관,,621-080,055-337-0050,055-338-4579,"경상남도 김해시 금관대로 1255, 내외문화의집 1층(내동)",bulddukii@naver.com,lib.gimhae.go.kr,,
148088,반딧불이작은도서관(경남),,641-873,055-298-6588,055-299-8980,경남 창원시 북면 신촌리 956-4,seolguisuk@nate.com,,,
148089,거제시립옥포도서관,,656-130,055-639-8250,,경남 거제시 옥포동 1291-1번지 거제시립옥포도서관,sfraise@hanmail.net,http://www.okpolib.go.kr/,,
148090,책사랑 작은도서관(경남),,638-832,055-672-2055,055-672-2055,경남 고성군 거류면 당동리 76-2,328hyeonju@hanmail.net,,,
148091,소리 작은도서관,,621-030,055-314-3657,,"경상남도 김해시 가락로94번길7, 동상동 및 중앙상점가 고객쉼터 2층(서상동)",sori2750@daum.net,http://lib.gimhae.go.kr,,
148092,희망 작은도서관,,667-831,055-880-2364,055-880-2369,경남 하동군 적량면 동산리 546,koreachea@korea.kr,,,
148093,주님의교회도서관,,641-200,055-277-3152,,경남 창원시 대원동 96-5,uni302@naver.com,,,
148094,리첼작은도서관,,621-831,055-330-6683,,경남 김해시 장유면 관동리 1051 세영리첼아파트 관리동 지하1층,keys@korea.kr,,,
148095,일동한신꿈나무작은도서관,,621-777,055-322-4141,,"경상남도 김해시 분성로 14, 복리동 2층(외동, 일동한신아파트)",sensoon@hanmail.net,http://lib.gimhae.go.kr,,
148096,U.보라작은도서관,,621-100,055-324-3335,055-324-3335,경남 김해시 전하로 176번길 71 반도보라 관리동2층,keys@korea.kr,,,
148097,떡갈나무숲작은도서관,,621-834,055-903-3006,,경남 김해시 장유면 율하리 1403 휴먼시아아파트 떡갈나무숲작은도서관,keys@korea.kr,http://cafe.naver.com/forestlibrary/,,
148098,주촌디딤돌작은도서관,,50968,055-329-0079,0504-027-4713,경상남도 김해시 주촌면 서부로1637번길 15,juchonlib@naver.com,http://lib.gimhae.go.kr,35.2607112,128.8138046
148099,활천행복작은도서관,,621-913,055-330-6683,,경남 김해시 삼정동 660-6 활천동주민센터 2층,keys@korea.kr,-,,
148100,통영시립도서관,,53035,055-650-2630,,경상남도 통영시 무전3길 29,ghj0310@korea.kr,www.tongyeonglib.or.kr/,34.8612826,128.4249724
148101,홈플러스김해점 e파란작은도서관,,,055-320-8104,055-320-8106,경남 김해시 내동 1131-2번지,elisabet80@samsung.tesco.com,,,
148102,다숲 작은도서관,,626-705,055-365-2950,011-592-9004,경남 양산시 소주동 대동아파트 관리소3층,insgreen@yahoo.co.kt,http://cafe.daum.net/dasooplibrary/,,
148103,우남작은도서관,,626-791,070-8166-6108,055--365-6109,경남 양산시 물금읍 범어리 우남퍼스트빌아파트 주민편의실내,pkink@hanmail.net,,,
148104,동면극동 작은도서관,,626-821,055-383-5789,,경남 양산시 동면 석산리 극동아파트 내,moi1101@hanmail.net,,,
148105,쌍용하늘작은도서관,,626-765,055-910-3034,055-363-3037,경남 양산시 남부동 쌍용아파트 관리동 2층,jien427@naver.com,,,
148106,청어람아파트 새마을문고,,626-785,055-366-8831,055-363-8203,경남 양산시 남부동 롯데청어람아파트 관리동 지하,kes9665@hanmir.com,,,
148107,신기주공 작은도서관,,50574,055-389-0068,,"경상남도 양산시 신기서길 23, 관리사무소 3층 (신기동, 양산신기주공아파트)",yangsandaek@hanmail.net,,,
148108,동무동무씨동무 작은도서관ⓧ,,626-772,055-386-1366,055-386-1366,"경남 양산시 물금읍 목화로 43-1, 201호",roakdch@empal.com,,,
148109,대석햇살작은도서관,,626-853,055-374-8331,055-374-7331,경남 양산시 상북면 대석리 808번지 대석휴먼시아A 관리동2층,andz49@naver.com,,,
148110,경남아너스빌 작은도서관,,626-763,070-8167-7990,070-8167-7990,경남 양산시 남부동 608-1번지 경남아너스빌 선큰3 지하층,kabapt@hanmail.net,,,
148111,웅상푸르지오한마음문고,,626-723,055-362-2855,055-362-2856,경남 양산시 삼호동 웅상신도시푸르지오아파트 관리사무실복리동1층,yj70010@yahoo.co.kr,,,
148112,글마루작은도서관(양산),,626-793,055-910-8022,055-387-0808,경남 양산시 물금읍 범어리 e편한세상2차아파트 101-115,kisi222@empal.com,http://cafe.daum.net/geulmarulib,,
148113,대동작은도서관,,626-758,055-382-2009,055-383-2503,경남 양산시 중부동 대동아파트 관리실,hkhs99@hanmail.net,,,
148114,백년가약작은도서관(경남),,626-795,055-910-5114,055-366-3726,경남 양산시 물금읍 범어리 효성백년가약아파트 101-113 주민공동시설,planet70@naver.com,http://cafe.daum.net/100yearsapt,,
148115,한일양지뜸작은도서관,,626-320,055-364-2260,055-364-0477,경남 양산시 평산동600 한일유엔아이아파트 관리동4층,sujin7517956@naver.com,,,
148116,e-편한작은도서관,,626-706,055-386-1170,055-386-1170,경남 양산시 남부동 e-편한세상1차아파트 선큰광장내,1939kkk@hanmail.net,,,
148117,반도유보라문고,,626-792,055-381-3660,055-367-3660,경남 양산시 물금읍 범어리 반도보라빌아파트내 복리동 반도유보라문고,qksehansrh@hanmail.net,,,
148118,코아루작은도서관,,626-736,055-388-4105,,경남 양산시 평산동 코아루아파트 1199번지 108동 1층 공동주민시설내 코아루작은도서관,,,,
148119,양산종합사회복지관행복한도서실,,626-813,055-365-9544,055-364-9545,경남 양산시 물금읍 범어리 501번지 양산시종합사회복지관,5757697@hanmail.net,,,
148120,성산도서관,,51472,055-225-7391,055-225-4801,경상남도 창원시 성산구 외리로 47,capig@korea.kr,http://www.cwcl.or.kr,35.2010199,128.7083988
148121,생림작은도서관,,50801,055-330-8712,,경상남도 김해시 생림면 봉림로 40 복지회관,madkwang@korea.kr,,,
148122,양산시립 중앙도서관,,50601,055-392-5900,055-392-5919,경상남도 양산시 물금읍 청룡로 11,ansewo@korea.kr,lib.yangsan.go.kr/,35.3249735,128.9978673
148123,푸른마을도서관,,660-300,011-9505-4801,,경남 진주시 가좌동 573-1 주공그린빌 복지동,,,,
148124,다니엘도서관,,660-310,055-759-9639,,경남 진주시 호탄동 619-11,,,35.1614422,128.1214582
148125,가호동새마을문고,,660-761,010-3552-4256,,경남 진주시 가좌동 660 가좌주공아파트 관리동,,,,
148126,위브글마루도서관,,660-921,055-756-2324,,경남 진주시 금산면 장사리 705,,,,
148127,가좌3주공작은도서관,,660-300,070-8988-9218,,경남 진주시 가좌동 주공3차아파트,palmi@hanmail.net,,,
148128,꿈꾸는도서관(경남 진주),,660-812,010-2773-0906,,경남 진주시 나동면 독산리 1104,,,,
148129,초전푸르지오1단지도서관,,660-360,055-763-3597,,경남 진주시 초전동 1640-1 초전1차푸르지오 문고,,,,
148130,하늘소작은도서관,,660-040,010-2511-7760,,경남 진주시 봉곡동 22-1,,,35.1943543,128.0748438
148131,꿈이있는도서관(진주),,660-322,019-361-8291,,경남 진주시 상대2동 180-12,,,,
148132,봉안동새마을문고,,660-040,055-749-2642,,경남 진주시 봉곡동 6-25,,,35.1943543,128.0748438
148133,상봉동새마을문고,,52748,055-749-2644,055-749-0938,경상남도 진주시 비봉로85번길 12 (상봉동),cho1940@naver.com,,,
148134,상봉동 자율방범대문고,,660-900,055-743-4140,,경남 진주시 상봉동동 1423-1,,,,
148135,상봉동봉원새마을문고,,660-050,055-742-0324,,경남 진주시 상봉동 1446 주공2차아파트,,,,
148136,상봉2동 새마을문고(진주시),,660-050,055-741-8919,,경남 진주시 상봉동 811-4,,,35.2035062,128.0727283
148137,상대1동 새마을문고,,660-320,055-749-2652,,경남 진주시 상대동 244-18,,,35.1827632,128.113519
148138,상대1동새마을문고(현대분소),,660-763,055-758-2691,,경남 진주시 상대1동 472 상대현대아파트 관리사무소 2층,,,,
148139,상대2동 새마을문고,,660-320,055-746-2654,,경남 진주시 상대동 331-6 상대2동 주민센터 내,,,,
148140,하대1동 새마을문고,,660-997,011-9515-5272,,경남 진주시 하대1동 344-45,,,,
148141,진주여성회 부설 달팽이어린이도서관,,660-330,055-761-9720,,경남 진주시 하대동 113-5,,,35.1920314,128.1162152
148142,진주시새마을문고정촌지회(정촌글샘),,660-821,011-557-9919,,경남 진주시 정촌면 화개리 976 정촌면사무소 2층,,,,
148143,사봉글사랑문고,,660-882,055-754-3741,,경남 진주시 사봉면 봉곡리 929,,,,
148144,대곡면새마을문고,,660-912,016-548-1815,,경남 진주시 대곡면 광석리 361-3,,,,
148145,금빛마을 작은 도서관,,660-921,055-762-5815,,경남 진주시 금산면 장사리 흥한골든빌아파트 관리동 2층,,,,
148146,금산면아이파크새마을문고,,660-921,070-8291-1915,,경남 진주시 금산면 장사리 금산아이파크아파트 965-1 아이파크 관리동,,,,
148147,집현면새마을문고,,660-931,010-8301-0074,,경남 진주시 집현면 봉강리 현대아파트 금빛마을현대아파트,,,,
148148,대평면새마을문고,,660-962,010-845-9099,,경남 진주시 대평면 대평리 517-15,,,,
148149,주약현대아파트 마을도서관 다락,,660-771,010-6295-5126,,경남 진주시 주약동 주약현대아파트 관리소 2층,,,,
148150,망경한보 도담작은도서관,,52712,010-7159-5231,,"경상남도 진주시 망경로 234-5 (망경동, 망경한보타운)",,,,
148151,강남동 새마을문고,,660-250,055-749-2634,,경남 진주시 강남동 98,,,35.1836082,128.0876912
148152,디딤돌문고,,660-260,017-553-6754,,경남 진주시 망경동 34-3,,,35.1815677,128.0813727
148153,이반성면 새마을문고,,660-871,055-746-2612,,경남 진주시 이반성면 가산리 788,,,,
148154,중앙성결문고,,660-010,055-742-8296,,경남 진주시 중안동 202 중앙성결교회,,,,
148155,제자교회 부설 예닮작은도서관,,660-330,055-753-7156,,경남 진주시 하대동 101 현대아파트 상가 지하 104,,,,
148156,상평동 새마을문고,,660-904,016-830-9209,,경남 진주시 상평동 221-23 상평동주민센터 내,,,,
148157,한우리독서문화원,,660-908,018-763-0774,,경남 진주시 신안동 581-7,,,35.1823174,128.0684971
148158,신안주공1차아파트 새마을문고,,660-100,055-748-2495,,경남 진주시 신안동 708-1 신안주공1차아파트,,,,
148159,평거동 새마을문고,,660-992,055-749-2664,,경남 진주시 평거동 764(신안동 419-4번지),,,,
148160,이현웰가 새마을문고,,660-080,055-742-6611,,경남 진주시 이현동 이현하이클래스웰가아파트 1180 이현웰가 복지동,,,,
148161,참좋은작은도서관,,660-320,055-763-6677,,경남 진주시 상대동 33-119,,,35.1827632,128.113519
148162,웅상신원아침도시작은도서관,,626-300,055-366-0391,055-366-0393,경남 양산시 주남동 55-1 웅상신원아침도시 종합복지관 지하1층,hann0410@nate.com,,,
148163,디딤돌작은도서관,,626-764,055-388-5455,055-388-5455,경남 양산시 남부동 주공아파트8단지 내,kyung680128@hanmail.net,http://cafe.daum.net/didimdoolsmallibrary/,,
148164,한내들 작은도서관,,626-730,055-363-5515,055-363-5515,경남 양산시 삼호동 유승한내들아파트 101-110 관리동 2층,jhs3050@nate.com,,,
148165,신창비바패밀리작은도서관,,626-814,055-362-1248,055-383-1250,경남 양산시 물금읍 범어리 2713-1 신창비바패밀리아파트 관리동2층,sul2332@hanmailnet,,,
148166,황전새마을문고,,626-773,055-385-3149,055-385-3149,경남 양산시 물금읍 범어리 황전아파트,guma1965@naver.com,,35.3263022,128.9988509046716
148167,행복미소작은도서관,,52249,055-970-7449,,경상남도 산청군 신안면 원지로4번길 8 행복미소작은도서관,kheraq@naver.com,,,
148168,남산평생교육센터,,641-801,055-282-9605,055-282-9606,창원시 성산구 가음동 42-1 남산복지회관 2층,"wjdgml1016@naver.com, 김유순  kys609@hanmail.net",http://gnwomen.com/,,
148169,사천시어린이도서관,,664-701,055-831-2585,055-831-6021,경남 사천시 사남면 조동길 49-28,dggki1975@korea.kr,elc.sacheon.go.kr/,,
148170,글밭작은도서관,,656-934,055-638-2019,055-637-8148,경남 거제시 고현동 769-1 거제시여성회관,yy8996@yahoo.co.kr,http://www.geojewoman.or.kr,,
148171,선비마을작은도서관,,666-934,055-974-0190,055-974-0199,경남 산청군 시천면 사리 900-34,ein2u@naver.com,,35.29712,127.8493
148172,공감마루,,667-804,055-883-1118,055-884-6001,경남 하동군 하동읍 읍내리 272번지,bananabang@naver.com,http://www.gnpoliec.go.kr/hd/,,
148173,남부면작은도서관,,656-843,055-639-4144,055-639-3664,경남 거제시 남부면 저구리 70,pas4587@yahoo.co.kr,,34.7146393,128.58590942216784
148174,작은도서관 책보따리,,52305,055-884-4192,,경상남도 하동군 악양면 악양서로 384 작은 도서관 책보따리,miru0923@hanmail.net,htt://cafe.daum.net/chackBo,,
148175,모오리돌 작은도서관,,53310,055-682-4950,055-681-0127,"경상남도 거제시 탑곡로 75, 거제시근로자가족복지회관 (아주동)",gujeywca@hanmail.net,http://www.gjywca.or.kr,,
148176,휴먼빌둥지작은도서관,,626-794,055-385-5310,055-362-5311,경남 양산시 물금읍 범어리 일신휴먼빌아파트 내,rudwo79@hanmail.net,rudwo79@hanmail.net,,
148177,거제새마을중앙문고,,656-931,055-637-0185,055-635-5505,경남 거제시 고현동 158-1(공공청사3층),jayeon7@nate.com,,,
