LIB_CODE,LIB_NAME,DIVISION,ZIP_CODE,TEL,FAX,ADDRESS,E_MAIL,HOMEPAGE,LATITUDE,LONGITUDE
143039,키즈랜드도서관 (작은도서관),,390-240,043-651-8500,,충북 제천시 하소동 힐스테이트 관리동,jangds1954@hanmail.net,,,
143040,지구별도서관(작은도서관),,390-011,010--9409-0639,,충북 제천시 중앙로1가 115-3번지 2층,jka0696@yahoo.co.kr,,,
143041,오로라도서관 (작은도서관),,390-070,043-643-0050,,충북 제천시 교동 90-14,joung9074@hanmail.net,,37.1389538,128.2152488
143042,구세군 금천도서관,,360-800,043-254-6314,043-254-6313,충북 청주시 상당구 금천동 90-1,safoodbank@hanmail.net,,,
143043,가경e편한세상문고 (작은도서관),,361-260,043-236-3871,043-236-3873,충북 청주시 흥덕구 가경동 1764번지 가경e편한세상관리사무소,psbsword@hanmail.net,,,
143044,충북향토사도서관 (작은도서관),,361-842,070-7778-2443,,청주시 흥덕구 운천동 1571번지. 대청교회선교관 3층,hy4009@naver.com,,,
143045,예일교회 신나는독서학교 (작은도서관),,361-803,043-232-6000,,충북 청주시 흥덕구 가경동 1670,ankim91@hanmail.net,,,
143046,등대북카페 (작은도서관),,360-170,043-250-1913,,충북 청주시 상당구 내덕동 583-3,dudwo9243@naver.com,,,
143047,예꿈문고 (작은도서관),,360-012,043-253-0909,043-253-0909,충북 청주시 상당구 북문로2가 16-4번지 2호(3층) 임마누엘교회 내,kangbk0440@hanmail.net,,,
143048,하늘정원북까페 (작은도서관),,360-081,043-259-6110,043-255-0781,충북 청주시 상당구 탑동 213-1 동산교육문화센터 6층,ojy0125@hanmail.net,http://www.cjds.or.kr,,
143049,예인문고 (작은도서관),,,043-232-7405,043-232-7405,충북 청주시 흥덕구 복대동 2835번지 405호,yesujeil@dreamwiz.com,,,
143050,함께하는문고 (작은도서관),,361-816,043-263-5793,043-263-5793,충북 청주시 흥덕구 봉명1동 206-2,ldongro@chol.com,,,
143051,퀸덤 도서관,,28623,043-284-1805,043-284-1807,"충청북도 청주시 서원구 두꺼비로 93 (산남동, 산남퀸덤아파트)",b100eve1@naver.com,,,
143052,다니엘문고 (작은도서관),,361-842,043-275-0815,043-275-0815,충북 청주시 흥덕구 운천동 1702번지 3층,skysuh939@paran.com,,,
143053,분평동작은마을도서관 (작은도서관),,361-710,070-8845-8497,043-295-8498,충북 청주시 흥덕구 분평동 1211번지,nmoon53@naver.com,,,
143054,가로수마을 작은도서관,,28384,043-231-2248,043-267-2247,"충청북도 청주시 흥덕구 서현중로32번길 24, 108동 1층 (가경동)",garosubook@hanmail.net,http://cafe.daum.net/garosu108,,
143055,사랑의문고 (작은도서관),,360-082,043-221-0320,,충북 청주시 상당구 금천동 157-3,sbs0515@hanmail.net,,,
143056,용암어린이도서관 (작은도서관),,360-100,043-295-0191,043-295-0191,충북 청주시 상당구 용암동 2354,pempo@hanmail.net,,36.59929270000001,127.50914142669458
143057,오산문고 (작은도서관),,380-943,011-270-4581,043-847-5640,충북 충주시 수안보면 온천리 501,1darigol@hanmail.net,,,
143058,발산문고 (작은도서관),,360-220,043-212-1600,,충북 청주시 상당구 사천동39-1,tea4384@hanmail.net,,,
143059,풍성한문고 (작은도서관),,360-082,043-254-1913,,충북 청주시 상당구 대성동 1-13,tea4384@hanmail.net,,,
143060,청주상당도서관,,360-112,043-201-4092,043-201-4119,충북 청주시 상당구 대성로 195,hr1521@korea.kr,library.cheongju.go.kr/lib-sd/index.do,36.6400466,127.4920567
143061,꿈이있는문고 (작은도서관),,370-803,043-743-4863,043-742-0691,충북 영동군 영동읍 동정리,ckseung@naver.com,,36.177972,127.776105
143062,뱃들 작은도서관,,376-806,043-544-2615,043-544-2616,충북 보은군 보은읍 이평리30 보은중학교,jenna10@hanmail.net,,,
143063,청주오창도서관,,28129,043-201-4142,043-201-4159,충북 청주시 청원구 오창읍 두릉유리로 1141-10,libgh315@korea.kr,library.cheongju.go.kr,36.74251305,127.45509431843065
143064,무지개도서관(대전),,300-821,042-250-1345,042-286-6195,대전 동구 판암2동 241번지,alive8856@hanmail.net,http://yongunlib.donggu.go.kr,,
143065,청주산남 칸타빌2단지 도서관 (작은도서관),,361-864,043-283-6378,043-283-6380,충북 청주시 흥덕구 산남동 대원칸타빌2단지아파트,tskwen@yahoo.co.kr,,,
143066,성화청개구리도서관,,361-230,043-237-9037,043-237-9036,충북 청주시 흥덕구 성화동 성화주공1단지 102동 PIT층,greenfrog9037@hanmail.net,,,
143067,북부종합사회복지관 주민도서관 글마루,,,043-216-4004,043-216-8003,충북 청주시 청원구 충청대로 107번길 16-1,bukbu0421@hanmail.net,http://www.cjbukbu.or.kr,,
143068,금호어울림도서관,,361-271,043-239-9962,043239-9963,충북 청주시 흥덕구 복대1동 3366번지,kebiflower@naver.com,,,
143069,금호예다움도서관,,361-271,043-239-9962,043-239-9963,충북 청주시 흥덕구 복대1동 3367번지 금호어울림2단지,kebiflower@naver.com,,,
143070,수곡작은도서관,,361-150,043-288-5961,043-288-5961,충북 청주시 흥덕구 수곡동 176-1,sc5961@hanmail.net,,,
143071,가경선광로즈웰 주민도서관,,361-868,043-236-5688,043-236-5687,충북 청주시 흥덕구 가경동 가경선광로즈웰아파트,lki0512@hanmail.net,,,
143072,초롱이네 도서관,,360-100,043-296-5050,,충북 청주시 상당구 용암동 1380,chorongee@naver.com,http://cafe.daum.net/errinee,36.59929270000001,127.50914142669458
143073,글마루 작은도서관,,361-709,043-232-8910,043-232-8909,충북 청주시 흥덕구 개신동 주공1단지아파트 내 호야어린이집2층,yj19610401@hanmail.net,,,
143074,봉명작은도서관,,361-301,043-272-3113,043-200-7474,충북 청주시 흥덕구 봉명1동 211-8,hks2958@hanmail.net,,,
143075,봉명아이파크문고,,361-830,043-904-9904,043-904-9904,충북 청주시 흥덕구 봉명2동 현대아이파크 101-119,jesuslove6106@hanmail.net,,,
143076,진천군립도서관,,365-800,043-539-7774,043-537-0326,충북 진천군 진천읍 포석길 37-6,nonsol@korea.kr,http://lib.jincheon.go.kr/main.php,36.857499,127.4385927
143077,진천군립광혜원도서관,,365-807,043-539-7766,043-537-0514,충북 진천군 광혜원면 화랑길 72,taeho82@korea.kr,http://lib.jincheon.go.kr/main.php,36.9947729,127.4411115
143078,옥천군민도서관,,29046,043-730-3613,,충청북도 옥천군 옥천읍 관성로4길 10,shjahr@korea.kr,lib.oc.go.kr/,,
143079,성화꿈터작은도서관,,361-230,,,충북 청주시 흥덕구 성화동 788번지 휴먼시아4단지 관리동 2층,ok235@paran.com,http://cafe.daum.net/sunghwa2249,,
143080,쌍샘생태자연도서관,,363-862,043-225-8004,043-225-3004,충북 청원군 낭성면 호정리 575,byg6314@hanmail.net,,,
143081,양촌문고,,363-811,043-295-6742,043-295-6742,충북 청원군 남이면 양촌리 83-10,faithlov@hanmail.net,,,
143082,한라비발디꿈터도서관,,363-781,019-587-3052,043-216-9458,충북 청원군 오창읍 각리 637-1 한라비발디아파트 관리동 3층,kalee0929@hanmail.net,,,
143083,우림나눔도서관,,,043-217-0959,,충북 청원군 오창읍 각리 우림필유2차아파트 문화센터내,jnk0027@naver.com,,,
143084,제천시립의병도서관,,390-080,043-646-2019,,충북 제천시 장락동 672-8,,,37.1562809,128.2152613
143085,레인보우 영동도서관,,370-802,043-743-9600,043-743-9602,충북 영동군 영동읍 계산로 2길 25,army911@korea.kr,http://www.rainbowlib.go.kr,,
143086,청주서원도서관,,361-201,043-201-4182,043-201-4199,충북 청주시 서원구 분평로 35,and76@korea.kr,http://www.cjcil.com/,36.60871025,127.48916783876562
143087,제천문화원 (향토사료실),,390-012,043-642-3646,043-647-3646,충북 제천시 중앙로2가 26-1 ( 의림대로 125 ),6423646@hanmail.net,http://www.jecheoncc.or.kr,,
143088,충주목행작은도서관,,380-240,043-850-3278,043-850-3979,충북 충주시 목행동 600-15,golpi@korea.kr,,,
143089,충주봉방작은도서관,,380-959,043-850-3278,043-850-3979,충북 충주시 봉방동 87-25,golpi@korea.kr,,,
143090,충주수안보작은도서관,,380-943,043-850-3278,043-850-3979,충청북도 충주시 수안보면 온천리 227-1 중원회관,golpi@korea.kr,,,
143091,충주연수힐스작은도서관,,380-781,043-850-3278,043-850-3979,충북 충주시 연수동 연수힐스테이트아파트 101-111,golpi@korea.kr,,36.98544565,127.94377500264491
143092,충주시청작은도서관,,380-700,043-850-3278,043-850-3979,충북 충주시 금릉동 충주시청 9층,golpi@korea.kr,,,
143093,감나무작은도서관,,367-922,367-922,,충북 괴산군 소수면 수리 588-5 소수복지회관 2층,zedekjoy@naver.com,,,
143094,다누리도서관,,27011,043-420-2962,043-420-2959,충청북도 단양군 단양읍 수변로 111,cgmom@korea.kr,http://www.danuri.go.kr/lib,36.9851354,128.3709212
143095,신백아동복지관 한울타리도서관,,390-210,043-652-0070,043-652-0071,충북 제천시 신백동 26-3,jcsb@hanmail.net,,37.1334379,128.2164363
143096,보은구심문고작은도서관,,376-803,043-543-3350,,충북 보은군 보은읍 교사리 35-8,충북 보은군 보은읍 교사리 35-8,,,
143097,하소아동복지관 내보물1호도서관,,390-240,043-646-7722,043-646-7723,충북 제천시 하소동348번지,jchaso@hanmail.net,http://www.hasokid.kr,,
143098,아름다운도서관(청원군),,363-954,010-9577-5893,,충북 청원군 강외면 만수리 708,hdsun7@naver.com,,,
143099,민들레작은도서관(서운동),,360-050,070-4766-1876,043-258-0623,충북 청주시 상당구 서운동90-8번지 경동빌딩2층,womanhouse@hanmail.net,http://www.womanhouse.or.kr/,,
143100,새마을문고중앙회괴산군지부,,367-805,043-832-8004,043-833-3046,충북 괴산군 괴산읍 동부리 702-6 3층,smu8004@hanmail.net,,,
143101,충주대소원작은도서관,,380-951,043-850-3279,043-850-3979,충북 충주시 대소원면 대소리 241 면청사 1층,juijja@korea.kr,http://www.cjdl.net,,
143102,숲속 작은도서관,,380-951,043-850-3279,043-850-3979,충북 충주시 노은면 오성1길 191번지 문성자연휴양림 내,juijja@korea.kr,http://www.cjdl.net,,
143103,중앙작은도서관(청원군),,363-785,043-218-8874,,충북 청원군 오창읍 각리 중앙하이츠아파트 관리동 2층,choie0805@naver.com,,,
143104,쌍용규장각도서관,,363-787,043-218-8781,043-217-8783,충북 청원군 오창읍 각리 쌍용스윗닷홈아파트 (901~908동)관리동,pjj108@naver.com,,,
143105,대우이안아파트도서관,,363-786,043-218-3399,043-218-3397,충북 청원군 오창읍 각리 대우이안아파트 (701~712동),mulcup@nate.com,,,
143106,청주내수도서관,,363-934,043-251-3265,043-251-3269,충북 청원군 내수읍 마산리 13,libgh315@korea.kr,,,
143107,오창대원칸타빌아파트문고,,363-788,043-218-6380,043-218-6379,충북 청원군 오창읍 각리 대원칸타빌아파트 (501~505동),skc1327@hanmail.net,,,
143108,쁘레네 작은도서관 별찌 10호,,360-100,043-294-3010,043-294-0892,충북 청주시 상당구 용암동 1677번지 그린빌딩 4층,74cjy@hanmail.net,http://cafe.naver.com/frenelib,,
143109,쁘레네 작은 도서관 별찌 11호,,361-270,043-236-5071,043-235-8817,충북 청주시 흥덕구 복대동 2536 1층,yusk5090@naver.com,http://cafe.naver.com/frenelib,,
143110,소망작은도서관,,363-884,043-217-3953,043-217-3953,충북 청원군 오창읍 구룡리 오창대로 141 (구134-2),ojc010191@hanmail.net,,,
143111,청천작은도서관,,367-843,010-3449-3158,043-832-7721,충북 괴산군 청천면 청천리 67-1,cclcc0818@hanmail.net,,,
143112,쌍용예가작은도서관,,363-892,043-238-7400,,충북 청원군 강내면 월곡리,sdssds64@yahoo.co.kr,,,
143113,오송 해오름 도서관,,363-703,043-908-7885,,충북 청원군 오송읍 연제리 모아미래도아파트 (501~504동),hylim1231@naver.cm,,,
143114,오송호반베르디움 작은도서관,,363-702,043-236-7884,,충북 청원군 오송읍 연제리 오송호반베르디움아파트 내 도서관,chyj23@hanmail.net,,,
143115,월드비전 용암종합사회복지관 징검다리도서관,,360-811,043-293-9191,043-293-2300,충북 청주시 상당구 용암동 2108,gyeonga_choi@worldvision.or.kr,http://www.wvyongam.or.kr,36.59929270000001,127.50914142669458
143116,음성군청 행정자료실,,369-701,043-871-3024,043-871-3029,충북 음성군 음성읍 음성군청,eumsung1981@korea.kr,,36.94020825,127.69047057101584
143117,도토리숲작은도서관,,369-841,010-5212-8108,,충북 음성군 생극면 신양1리 456-11,andol21@naver.com,,,
143118,어린이청소년도서관 책읽는마을,,363-954,043-231-9169,,충북 청원군 오송읍 오송리 263-3 재원아파트상가2층,mar0303@hanmail.net,,,
143119,새소망작은도서관,,363-953,043-239-0151,,충북 청원군 강외면 동평리 179-15,iym1369@naver.com,,,
143120,우림필유1차아파트 도서실,,363-782,043-217-1611,,충북 청원군 오창읍 각리 우림필유1차아파트,melove204@naver.com,,,
143121,엄정꿈터도서관,,27313,043-850-3031,043-845-9833,충청북도 충주시 엄정면 자바위길 8,minsmel@korea.kr,http://cjdl.net,,
143122,증평군립도서관,,368-908,043-835-4673,043-835-4609,충청북도 증평군 증평읍 광장로 37,kenale@korea.kr,www.jp.go.kr,36.7857785,127.5819862
143123,청주시립오송도서관,,363-951,043-201-4162,043-201-4179,충청북도 청주시 흥덕구 오송읍 오송생명1로 180,jload@korea.kr,http://library.cheongju.go.kr/,36.6348624,127.3230748
143124,감곡도서관,,27603,043-871-5929,,충청북도 음성군 감곡면 장감로131번길 8,mjw1103@korea.kr,,,
143125,신정주공문고,,27838,043-537-0450,043-537-0451,충청북도 진천군 진천읍 문화2길 14 신정주공문고(관리사무소),syd98@hanmail.net,http://진천신정주공apti.co.kr,,
143126,청주오창호수도서관,,28120,043-200-4048,,충청북도 청주시 청원구 오창읍 오창공원로 102,uto9573@hanmail.net,library.cheongju.go.kr,36.7169112,127.4195585
143127,청주오창도서관ⓧ,,28129,043-201-4234,043-201-4249,충청북도 청주시 청원구 오창읍 두릉유리로 1141-10,windodor@korea.kr,,36.74251305,127.45509431843065
143128,청주강내도서관,,28172,043-201-4170,,충청북도 청주시 흥덕구 강내면 가로수로 568,jeeks001@korea.kr,library.cheongju.go.kr/lib-cj/index.do,36.6178594,127.3387199
143129,생거진천 혁신도시도서관,,27876,043-539-7744,,충청북도 진천군 덕산면 대하로 52 생거진천 혁신도시도서관,taeho82@korea.kr,,,
143130,충주어린이청소년도서관(분관),,27378,043-850-3982,043-845-9833,충청북도 충주시 예성로 207 충주시립도서관,wingsbirdy@korea.kr,lib.chungju.go.kr,36.975300149999995,127.9343129579024
143131,청주금빛도서관,,28747,043-201-4066,--,"충청북도 청주시 상당구 호미로 272, 청주금빛도서관 (금천동)",gnaris@korea.kr,,,
143132,공군항공우주의료원 의학도서실,,28187,043-290-5558,,충청북도 청주시 상당구 남일면 단재로 635 쌍수리 75-1,ksloving@airforce.mil.kr,,,
143133,열린도서관(충북 청주시),,28501,043-201-4072,--,"충청북도 청주시 청원구 상당로 314, 문화제조창 5층 (내덕동)",windodor@korea.kr,,,
143134,삼성도서관(충북 음성군),,27649,043-871-4971,--,"충청북도 음성군 삼성면 덕정로 53-2, 삼성도서관",jin912@korea.kr,lib.eumseong.go.kr,,
143135,서충주도서관,,27465,043-850-7412,043-850-3978,"충청북도 충주시 중앙탑면 용전리 689, 서충주도서관",minsmel@kroea.kr,http://lib.chungju.go.kr,,
143136,청주가로수도서관,,28383,043-201-4232,,충청북도 청주시 흥덕구 서현서로 5 (가경동)[*미고시],windodor@korea.kr,,,
143137,보은군립도서관,,28936,010-5874-0364,043-540-3379,충청북도 보은군 보은읍 뱃들로 68-22 결초보은 문화누리관,ubote@korea.kr,"현 홈페이지 개설 준비중  ※ 2021년 4월 쯤 개관예정이며, 장서 구입 준비(9,000권)",,
143138,맹동혁신도서관,,27738,043-871-3992,043-871-1925,충청북도 음성군 맹동면 사예2길 37 맹동혁신도서관,yangmii@korea.kr,lib.eumseong.go.kr,,
143139,드림마을문고 (작은도서관),,28331,043-217-7991,043-217-7991,"충청북도 청주시 청원구 율봉로176번길 56-10, 드림교회 (율량동)",seom701@hanmail.net,,,
