LIB_CODE,LIB_NAME,DIVISION,ZIP_CODE,TEL,FAX,ADDRESS,E_MAIL,HOMEPAGE
128012,서운도서관,,407-070,032-556-8598,032-556-8599,인천 계양구 서운동 55-155,master@in-korea.com,http://www.gygl.go.kr
128013,효성도서관,,407-040,032-547-3862,032-547-3864,인천 계양구 봉오대로 600번길 14(효성동 665-11),master@in-korea.com,http://www.gygl.go.kr
128014,정다운도서관,,22714,032-562-1202,,인천광역시 서구 서곶로314번길 16 정다운도서관,jonum@korea.kr,http://library.gangnam.go.kr/
128015,인천광역시 영종도서관,,22366,032-745-6021,032-745-6090,인천광역시 중구 영종대로 85,kwonco@ifac.or.kr,www.ylib.or.kr/
128016,인천광역시 복사꽃 어린이도서관,,402-061,032-865-8632,,인천광역시 남구 경인로 295,shinsw101@korea.kr,http://hnrl.namgu.incheon.kr/
128017,인천광역시 수봉도서관,,22165,032-870-9137,032-870-9101,인천광역시 남구 경인로 218,soobong@ifac.or.kr,www.slib.or.kr
128018,인천광역시 독정골 어린이도서관,,402-822,032-872-0043,,인천광역시 남구 인주대로171번길 1,shinsw101@korea.kr,http://hnrl.namgu.incheon.kr/
128019,인천광역시 관교 어린이도서관,,402-080,032-421-8630,,인천광역시 남구 인하로 452 (관교동),shinsw101@korea.kr,http://hnrl.namgu.incheon.kr/
128020,인천광역시 석바위 어린이도서관,,402-206,032-422-0651,,인천광역시 남구 경원대로864번길 59 (주안동),,http://hnrl.namgu.incheon.kr/
128021,인천광역시 쑥골 어린이도서관,,402-063,032-872-8630,,인천광역시 남구 염전로202번길 49 (도화동),shinsw101@korea.kr,http://hnrl.namgu.incheon.kr/
128022,인천광역시 숭의 어린이도서관,,402-816,032-882-0182,,인천광역시 남구 참외전로 304 (숭의동),shinsw101@korea.kr,http://hnrl.namgu.incheon.kr/
128023,동양도서관,,407-340,02-541-1800,032-541-1812,인천 계양구 당미길31(동양동 615-2),www.gygl.go.kr,http://hd2409@korea.kr
128024,심곡도서관,,404-190,032-560-5894,,인천광역시 심곡로 31 심곡도서관,k9122002@korea.kr,http://www.issl.go.kr/
128025,한우리도서관,,402-205,032-872-0814,,인천광역시 남구 주안서로 53번길 22,shinsw101@korea.kr,
128026,소금꽃도서관,,22130,032-872-0731,,인천광역시 남구 석정로462번길 7 (주안동),shinsw101@korea.kr,
128027,송도TP 자료실,,406-840,032-260-0736,,인천 연수구 송도동 7-50번지 미추홀타워 6층,moon@step.or.kr,http://www.step.or.kr/
128028,햇살마루,,401-072,032-777-7942,032-777-2800,인천 동구 송림2동 56-1 동구청소년수련관 1층,redsun7942@hanmail.net,http://www.youth7942.or.kr/
128029,솔숲작은도서관,,401-070,032-765-2660,032-761-1435,인천 동구 송림동 61-13 새마을회관4층,gazebo3@naver.com,
128030,신나는여성주의도서관 랄라,,21318,032-521-3763,032-512-4493,"인천광역시 부평구 후정동로 60, 3층 (삼산동)",ejr3763@hanmail.net,
128031,진달래어린이도서관,,403-821,032-261-0313,,인천 부평구 부평5동 172-7,purejh01@naver.com,http://cafe.naver.com/jdrlib/
128032,짱뚱이 어린이 도서관,,406-120,032-814-0377,032-834-1179,인천 연수구 청학동 552-4. 1층,meh5060@hanmail.net,http://cafe.daum.net/younsujjang
128033,아름드리어린이도서관,,403-110,032-528-7845,,인천 부평구 일신동 108-18 202호,oms0415@naver.com,
128034,늘푸른어린이도서관,,406-818,032-818-1140,032-818-9181,인천 연수구 연수2동 620-14,soheetou@naver.com,
128035,부개어린이도서관,,403-101,032-505-1131,032-505-0460,인천 부평구 부개1동259-9,bgclib@gmail.com,http://www.bppl.or.kr/bgc
128036,인천광역시 장사래어린이도서관,,402-010,032-886-5055,032-880-4888,인천광역시 남구 경인로34번길 20 (숭의동),soondeok2@korea.kr,
128037,내가공공도서관,,417-891,032-934-1528,032-934-1529,인천광역시 강화군 내가면 강화서로 249,vantage@eganghwa.net,http://www.ghlib.net
128038,옥련1동작은도서관,,406-050,032-749-6026,032-810-7621,인천광역시 연수구 비류대로 186,iamoeo@korea.kr,http://www.yspubliclib.go.kr
128039,작전도서관,,21080,032-555-9734,032-555-9736,인천광역시 계양구 오조산로21번길 4 (작전동) 작전도서관,gyeyang-gu_library@naver.com,http://www.gygl.go.kr
128040,갈산도서관,,403-800,032-509-6432,032-509-6168,인천 부평구 갈산1동 74-19,wonpapa@korea.kr,
128041,솔향기작은도서관,,401-041,032-765-3677,032-765-8535,인천 동구 송현1동 156,indg3677@hanmail.net,
128042,반디 어린이도서관,,405-280,032-432-0557,032-432-0557,"인천 남동구 도림동 225, 226-2번지",bandylib@hanmail.net,http://bandylib.tistory.com
128043,콩세알도서관,,21539,032-464-2348,070-4273-2348,"인천광역시 남동구 하촌로59번길 21, 2층 (만수동)",ssilkwon@hanmail.net,http://cafe.daum.net/cong3library
128044,꿈나무도서관,,405-243,032-471-6355,032-464-2155,인천 남동구 만수3동 109-17,2sedong@hanmail.net,http://cafe.daum.net/bedellibrary
128045,청소년 인문학 도서관두잉,,406-130,070-8247-3669,032-514-1318,인천 부평구 십정동 182-79번지 5층,doingbook@hanmail.net,http://www.doing.or.kr
128046,인천광역시립 율목도서관,,22320,032-770-3800,,인천광역시 중구 답동로24번길 17,ymlib@naver.com,www.ymlib.or.kr/
128047,송도국제어린이도서관,,406-840,032-749-8220,,인천광역시 연수구 컨벤시아대로 43,iamoeo@korea.kr,http://www.yspubliclib.go.kr
128048,간석3동도서관,,405-800,032-453-5926,032-453-2139,인천광역시 남동구 용천로 186 (간석동),ksman001@korea.kr,
128049,소래도서관,,405-300,032-453-5940,032-453-2139,인천광역시 남동구 앵고개로 793,store20@korea.kr,
128050,서창도서관,,405-260,032-453-5950,032-453-2135,인천광역시 남동구 독곡로 16번길 15 (서창동),ksman001@korea.kr,
128051,송림도서관,,22571,032-770-6776,032-760-5140,인천광역시 동구 새천년로 72,jmk0430@korea.kr,http://songlimlib.icdonggu.go.kr
128052,동수 작은도서관,,403-828,032-509-6432,,인천 부평구 부평6동 700-25번지 2층,wonpapa@korea.kr,
128053,글마루도서관(인천),,403-818,032-509-6432,,인천 부평구 부평1동 70-126번지 부평1동주민센터 3층,wonpapa@korea.kr,
128054,세화작은도서관 지혜샘터,,406-811,032-813-2790,032-811-9630,인천 연수구 연수3동 533번지 세화종합사회복지관,sehwawelfare@hanmail.net,http://www.e-sehwa.or.kr/
128055,신석도서관,,22786,032-571-9457,032-571-7369,"인천광역시 서구 염곡로 299(석남동, 169-2)",faoma@nate.com,http://www.issl.go.kr
128056,삼산도서관,,21319,032-330-7012,,"인천광역시 부평구 부평북로 445, (삼산동)",ckskmj@naver.com,www.bppl.or.kr/ss
128057,부평구립부개도서관,,21401,032-505-0065,032-505-0066,인천광역시 부평구 부일로83번길 46,bugaelib@gmail.com,http://www.bppl.or.kr/bg
128058,연수청학도서관,,21940,032-749-8270,032-749-8279,인천광역시 연수구 솔샘로 146,iamoeo@korea.kr,www.yspubliclib.go.kr
128059,해맑은 작은도서관,,401-802,032-773-1733,032-773-1734,인천 동구 우각로 57(창영동),ohbk1@hanmail.net,http://mycy.or.kr
128060,꿈의 별 작은도서관,,401-040,032-762-7942,032-762-8990,인천 동구 송현동 66-21,lys0908@lycos.co.kr,http://www.dreamyouth.kr
128061,인천광역시 중구 구립 꿈벗도서관,,22315,032-760-7133,032-760-7129,인천광역시 중구 홍예문로 32,liferecycle@korea.kr,gblib.icjg.go.kr/
128062,이랑도서관,,402-208,032-880-4836,032-880-4888,인천광역시 남구 미추홀대로578번길 7,galmegi99@korea.kr,http://hnrl.namgu.incheon.kr
128063,제물포도서관,,402-010,032-8878836,032-880-4888,인천광역시 남구 수봉로 22-1,galmegi99@korea.kr,http://hnrl.namgu.incheon.kr/
128064,산곡글향기도서관,,403-021,032-509-8360,032-509-8369,인천 부평구 산곡1동 87-185번지 산곡1동 주민센터,l222m@korea.kr,
128065,마중물도서관,,21519,032-468-0193,032-468-0193,인천광역시 남동구 백범로 232-1 마중물도서관,jks15311@@hanmail.net,http://cafe.daum.net/mjm1
128066,산곡4동 꿈나무작은도서관,,403-024,032-509-8394,032-509-8399,인천 부평구 산곡4동 284-13,soo02k@korea.kr,
128067,맑은샘어린이도서관,,403-855,032-507-1933,010-3126-4042,인천 부평구 청천1동 81-11,lhjyun419@naver.com,
128068,무지개도서관(인천),,403-725,032-361-4171,032-361-4172,인천 부평구 부개2동 주공아파트 (701~713동),hyk0239@hanmail.net,
128069,성지도서관,,405-839,010-3228-8416,,인천 남동구 구월4동 1258-1,sinweonkim@hanmail.net,http://cafe.daum.net/sjslibrary
128070,향촌작은도서관,,405-242,032-461-1734,,인천 남동구 만수서로 55 향촌작은도서관,bomilim98@hanmail.net,http://향촌1.apti.co.kr
128071,길상면 작은도서관,,417-841,032-930-4438,032-930-3664,인천 강화군 길상면 온수리 502-3,smtickle@korea.kr,
128072,하늘빛도서관,,21604,032-466-5262,032-466-5233,"인천광역시 남동구 독곡로 6, 신일교회 2층 (서창동)",dream-nk@hanmail.net,http://cafe.daum.net/HLBL
128073,민들레 작은도서관(인천),,404-310,070-7560-9198,032-562-9198,인천 서구 원당대로 608 번안길 7-1,mindeulle@hanmail.net,http://cafe.daum.net/dandelionlibrary
128074,희망천작은도서관,,403-012,032-509-8314,,인천 부평구 부평2동 760-732 부평2동주민센터,jogajub@korea.kr,
128075,갈산2동 주민센터 갈산밀알도서관,,403-082,032-509-8430,032-509-7654,인천 부평구 갈산2동 365-1,dimlos99@korea.kr,
128076,가재울 작은도서관,,404-254,032-560-3384,032-583-6080,인천광역시 서구 장고개로280번길 14 주민센터 3층,sonaburnn@korea.kr,http://www.seo.incheon.kr/dong/gajwa4/
128077,사닥다리 북 카페 문고,,404-270,032-566-6013,032-569-7401,인천 서구 불로동 불로지구 35블럭 5-1롯트,pogunhan_kr@hanmail.net,
128078,푸른숲작은도서관(석남동),,404-220,032-567-1004,032-566-0691,인천 서구 석남동 555-17,ljmy2005@hanmail.net,
128079,푸른꿈문고,,404-290,032-562-5702,032-564-5702,인천 서구 왕길동 272-4,sbshn1250@hanmail.net,http://cafe.daum.net/bluenessdream
128080,큰사랑도서관,,21527,032-464-9925,032-464-9914,"인천광역시 남동구 백범로124번길 162, 301호 (만수동)",psc1004@hanmail.net,http://igllibrary.tistory.com/
128081,솔지마을문고,,404-819,032-561-4304,032-565-9774,인천 서구 당하동 924-4 대우프라자 501호,mon4444@hanmail.net,
128082,연수2동작은도서관,,406-819,032-749-6244,032-749-8279,인천광역시 연수구 원인재로 158,iamoeo@korea.kr,http://www.yspubliclib.go.kr
128083,큰나무도서관,,402-070,032-429-7278,032-425-6589,인천 남구 문학동 366-2 큰나무도서관,chum511@naver.com,http://www.bigtree.ac.kr
128084,만수2동도서관,,405-242,032-453-5742,,인천광역시 남동구 만수서로 46 (만수동),ksman001@korea.kr,http://www.namdonglib.go.kr
128085,청천도서관,,403-857,032-505-0062,032-505-0066,인천 부평구 청천동 원길로 23,summer1018@naver.com,http://www.bppl.or.kr/mainIndex.do
128086,송도2동작은도서관,,406-840,032-749-6595,,인천광역시 연수구 신송로 248,iamoeo@korea.kr,http://www.yspubliclib.go.kr
128087,만석비치 생각버스 도서관,,401-731,032-772-2985,032-772-2847,인천 동구 만석동 122번지,mansun122@daum.net,
128088,화도면 작은도서관,,417-861,032-930-4440,,인천광역시 강화군 화도면 마니산로 703-14,terra@korea.kr,
128089,쁘레네 작은도서관 별찌 17호-송도,,406-840,032-818-6657,032-818-6690,인천광역시 연수구 컨벤시아대로 81 드림시티 402호 (송도동),2hyesung@naver.com,http://cafe.naver.com/frenelib
128090,도림도서관(인천 도림동),,405-280,032-432-2226,,인천 남동구 도림동 669-18번지,ehfladkehd@hanmail.net,http://cafe.daum.net/dorimadongcenter
128091,한국민들레도서관,,22724,032-567-9394,032-282-3023,"인천광역시 서구 승학로 247, 3층 한국민들레도서관(심곡동 333-5) (심곡동)",kang9394@hanmail.net,
128092,서인천 월드메르디앙,,404-220,032-579-8023,032-579-8024,인천 서구 석남동 월드메르디앙아파트,boldness@lycos.co.kr,
128093,드림하이 작은도서관,,404-820,070-4217-1005,,인천 서구 마전동 578-1 동아빌딩3층,kwangryel@hanmail.net,
128094,영종동 주민자치센터 북카페,,400-310,032-760-8896,,인천 중구 운남서로 100-1 영종복합청사 2 층 주민자치센터,kjy2643013@naver.com,
128095,인천디자인지원센터,,405-817,032-260-0223,032-260-0255,인천 남동구 고잔동 636번지 인천종합비즈니스센터 10층,treki@iba.or.kr,http://idsc.kr
128096,인천광역시 청라국제도서관,,404-180,032-462-3900,032-440-8870,인천광역시 서구 담지로 24 제1문화공원내 (연희동),lakw2004@korea.kr,http://www.michuhollib.go.kr
128097,인천광역시 청라호수도서관,,404-170,032-440-6663,032-440-8870,인천광역시 서구 크리스탈로 59 청라 중앙공원호수내 (경서동),lakw2004@korea.kr,http://www.michuhollib.go.kr/index.jsp
128098,인천광역시 영종하늘도서관,,404-170,032-440-6663,032-440-8870,인천광역시 중구 하늘중앙로 132 (중산동),lakw2004@korea.kr,http://www.michuhollib.go.kr/index.jsp
128099,해돋이도서관,,21997,032-749-8259,032-749-8279,인천광역시 연수구 해돋이로 51 해돋이도서관,siahza@naver.com,www.yspubliclib.go.kr
128100,연수1동 작은도서관,,21922,032-749-8278,032-749-8279,인천광역시 연수구 함박뫼로 129 535-3 (연수1동 주민센타 2층),kcs999kr@korea.kr,www.yspubliclib.go.kr
128101,IT작은도서관,,21054,032-450-5844,,인천광역시 계양구 계양대로 159 경인교대역 지하 IT작은도서관,gun007@korea.kr,
128102,검암도서관,,22705,032-565-1610,,인천광역시 서구 검암로20번길 20 검암도서관,arac1017@issi.or.kr,https://www.issl.go.kr/
128103,흑룡도서관,,23103,032-837-3722,,인천광역시 옹진군 백령면 북포리 사서함 603-60-0호,amaketon1@navy.mil.kr,
128104,선학별빛도서관,,21909,032-749-6714,032-749-6719,인천광역시 연수구 넘말로 30 선학별빛도서관,hiippny@korea.kr,www.yspubliclib.go.kr
128105,용비도서관,,22187,032-880-8712,--,인천광역시 미추홀구 토금남로 82 용비도서관,kcs999kr@korea.kr,
128107,인천광역시 마전도서관,,22637,032-440-6662,--,인천광역시 서구 원당대로 563 (마전동),baby990616@korea.kr,
128108,동춘나래도서관,,21970,032-749-7821,032-749-8279,"인천광역시 연수구 봉재산로54번길 30, 2층 동춘나래도서관 (동춘동)",vivajudo@korea.kr,yspubliclib.go.kr
128109,함박비류도서관,,21912,032-749-6958,032-749-6959,인천광역시 연수구 연수동 1번지 일대,har0914@korea.kr,http://www.yspubliclib.go.kr/
128110,인천광역시교육청평생학습관,,21977,032-899-1588,032-899-1581,"인천광역시 연수구 경원대로 73, 인천광역시교육청평생학습관 (동춘동)",lib1004@korea.kr,http://www.ilec.go.kr
128111,임학도서관,,21034,032-555-9734,032-551-9703,"인천광역시 계양구 임학동로 26, 임학도서관(26-1) (임학동)",phs8531@hanmail.net,http://www.gygl.go.kr
128112,남동논현도서관,,21666,032-453-5942,--,인천광역시 남동구 논현동 611-7 (논현동),store20@korea.kr,
128113,지혜의숲도서관(인천 강화군),,417-823,032-934-8274,032-930-3836,인천광역시 강화군 선원면 창리 606-26 606-26,yhoo6204@korea.kr,https://lib.ganghwa.go.kr
128114,이룸청소년도서관,,22557,032-770-6105,032-760-5140,"인천광역시 동구 샛골로 144 청본이룸터 2,3층",jmk0430@korea.kr,통합홈페이지 준비중(http://songlimlib.icdonggu.go.kr)
