LIB_CODE,LIB_NAME,DIVISION,ZIP_CODE,TEL,FAX,ADDRESS,E_MAIL,HOMEPAGE
127048,효목2동작은도서관,,701-032,053-662-2461,,대구 동구 효목2동 585-1,jyicd@korea.kr,
127049,대구 동구 안심도서관,,701-220,053-980-2600,053-961-2345,대구 동구 율하동 1627번지,nameyong1712@naver.com,http://www.donggu-lib.kr/
127050,남산휴먼시아 2단지 작은도서관,,700-758,053-427-2425,053-427-2426,대구 중구 남산4동 남산휴먼시아2단지아파트 (201~206동),ok9007@hanmail.net,
127051,하늘문고,,703-819,053-384-0688,,대구 서구 비산7동 1279-1번지,pego999@hanmail.net,
127052,이레도서관,,704-360,070-8229-0591,,대구 달서구 진천동 482-10번지,saysnsn@hanmail.net,
127053,월성 코오롱 하늘채 1단지 도서관,,704-843,053-644-7135,053-632-0437,대구 달서구 월성1동 월성코오롱하늘채 1단지 도서관),pge9007@hanmail.net,http://cafe.daum.net/hanulchelibrary
127054,북구어린이도서관,,702-010,053-383-3787,053-353-3787,대구 북구 산격동 120번지 북구청소년회관2층 북구어린이도서관,akjeel2002@hanmail.net,
127055,하늘향기충성가족도서관,,704-360,053-633-1004,053-636-9537,대구 달서구 진천동 789-3,eun6423@hanmail.net,http://www.korsa.or.kr/asp/CSGOOD/
127056,동인 느티나무 도서관,,700-845,053-661-2344,,대구 중구 동인동3가 257-1,yammack@korea.kr,
127057,대구제이교회 작은도서관,,700-821,053-256-6338,053-053-053,대구 중구 동산동 202,hi0772@hanmail.net,http://www.jchurch.org/
127058,2.28민주운동 기념회관,,700-714,053-803-2823,053-803-2819,대구 중구 동인동1가 대구광역시청,qkjs@daegu.go.kr,
127059,남산휴먼시아1단지 주민문고,,700-757,053-257-8600,053-257-8600,대구 중구 남산4동 남산휴먼시아1단지아파트 (101~105동),skyshore16@naver.com,
127060,달서다문화가족도서관,,704-749,053-583-1284,053-585-4646,대구 달서구 신당동 성서주공1단지아파트,sswc95@hanmail.net,http://www.goodwelfare.net/
127061,유천포스코the#마을문고,,704-726,053-281-8101,053-281-8101,대구 달서구 유천동 유천포스코더샵아파트 (101~106동) 문고,tjdgid5421@naver.com,
127062,남산기독교종합사회복지관작은도서관,,700-442,053-257-1244,053-256-5944,대구 중구 남산2동 941-1,dgns97@empas.com,
127063,사)청소년교육문화센터 우리세상 작은도서관,,700-443,053-425-8420,053-427-3616,대구 중구 남산3동 613-30번지,uri_1318@hanmail.net,http://www.uri1318.org
127064,어깨동무 어린이도서관,,702-847,053-324-9191,053-324-9190,대구 북구 읍내동 851번지,oknif@nate.com,http://taegucgc.or.kr/
127065,달성군청소년문화의집 참꽃 도서관,,711-865,053-760-7731,053-765-1390,대구광역시 달성군 가창면 가창로220길 8,gmlwjd326@nate.com,http://www.dalseonglib.kr
127066,이곡 2동 도서실,,704-939,053-667-4368,053-667-4378,대구 달서구 이곡2동 1191-3 이곡2동 주민센터 4층 도서실,01085386525@hanmail.net,
127067,캐슬도서관,,704-720,053-644-0843,053-631-0842,대구 달서구 도원동 롯데캐슬레이크아파트 (101~109동),ryuzin@hanmail.net,
127068,대곡역파크드림도서관,,704-861,053-290-4850,,대구 달서구 유천동 대곡역화성파크드림아파트 (101동),cdj0423@hanmail.net,
127069,솔고개작은도서관,,704-826,053-624-4347,053-624-6098,대구 달서구 송현2동 1913-8,ngomission@daum.net,
127070,대구 중구 영어도서관,,700-809,053-661-3960,053-661-3969,대구광역시 중구 달구벌대로440길 27 (대봉동) 대봉1동주민센터 2층,cats96@korea.kr,http://djel.jung.daegu.kr/
127071,성산교육문화관,,702-804,053-323-0718,053-323-5665,대구 북구 관음중앙로7길 10 (관음동),wlgns0691@hanmail.net,http://www.kbssch.org
127072,수성구립 범어도서관,,42027,053-668-1632,053-668-1609,대구광역시 수성구 달구벌대로 2451,teemo@sscf.or.kr,http://library.suseong.kr
127073,서구청 작은도서관,,703-010,,,대구 서구 평리동 1230-9,yacimon@korea.kr,
127074,대구다문화어린이도서관 모두,,705-832,053-471-4250,053-475-2346,대구광역시 남구 이천로 10 봉덕3동 624-14번지 (봉덕동),minjane2324@hanmail.net,http://www.dgmodoo.com
127075,새하늘작은도서관,,704-803,053-634-1530,053-634-1530,대구 달서구 도원동 1433-6번지,chb3927@naver.com,
127076,대곡역래미안 열린도서관,,711-777,010-4284-6987,,대구 달성군 화원읍 구라리 대곡역래미안아파트 열린도서관,sil3353@daum.net,
127077,두산미소도서관,,704-970,070-8196-9311,,대구광역시 달서구 당산로 82 (성당동，성당두산위브),flora955@nate.com,
127078,이천행복 작은도서관,,705-010,053-664-3711,,대구 남구 이천동 121-401,tears0526@korea.kr,
127079,내당4동어린이도서관,,703-804,053-663-4226,053-663-3353,대구 서구 서대구로3길 46 (내당동),aocjs5811@korea.kr,
127080,화진금봉타운,,711-766,053-585-6237,053-585-6238,대구 달성군 다사읍 서재리 화진금봉타운 (101~110동),kyung1375@hanmail.net,
127081,달성군립도서관,,42915,053-584-0011,053-584-0275,대구광역시 달성군 다사읍 달구벌대로174길 10-13,blade0820@dalseonglib.kr,http://www.dalseonglib.kr/
127082,대구글로벌교육센터 도서관,,704-915,053-231-2904,053-626-6346,대구광역시 달서구 야외음악당로 42 (성당동),seonmiyi@korea.kr,
127083,달구벌점자도서관,,704-130,053-526-9080,053-568-9001,대구 달서구 용산동 230-17 대구시각장애인복지관,p76eace@hanmail.net,http://www.dgblind.or.kr
127084,대현도서관,,702-823,053-320-5175,053-939-3541,대구 북구 대현남로 43,hanjun1220@hbcf.or.kr,http://lib.hbcf.or.kr/bukdh/
127085,수성구립 고산도서관,,706-170,053-668-1900,053-668-1909,대구광역시 수성구 달구벌대로650길 6 (신매동),greensea80@hanmail.net,http://library.suseong.kr/gosan/
127086,비산도서관,,41809,053-663-3721,,대구광역시 서구 달서로14길 13 (비산동),minkyeong@korea.kr,
127087,대구 동구 신천도서관,,41269,053-980-2634,053-662-4015,대구광역시 동구 동부로6길 65,ellaurel@naver.com,http://www.donggu-lib.kr/
127088,태전도서관,,41452,053-665-2717,,대구광역시 북구 영송로 36-16,jts81@korea.kr,http://lib.buk.daegu.kr/library/
127089,비전도서관(대구),,42962,053-639-2140,053-639-2146,대구광역시 달성군 화원읍 인흥길 11 화원비전센터 2층 비전도서관,hsib3119@naver.com,
127090,이천 어울림 도서관,,42431,053-664-3574,053-664-3579,대구광역시 남구 이천로 124 (이천동),leekw0518@korea.kr,http://lib.nam.daegu.kr/namic/main.do
127091,대명 어울림 도서관,,42469,053-664-3553,053)664-3559,"대구광역시 남구 두류공원로 38-1, 대명 어울림 도서관 (대명동)",mkcho1@korea.kr,
127092,중구청소년문화의집작은도서관,,41959,053420183,0534210184,대구광역시 중구 봉산문화길 40 중구청소년문화의집,jungguyouth@naver.com,http://www.jung.daegu.kr/new/youth/pages/main/
127093,달서가족문화도서관,,42760,053-667-4961,053-667-4819,대구광역시 달서구 조암남로 137,jihyun78@korea.kr,http://www.dalseolib.kr
127094,비원도서관,,41718,053-663-3604,0536632119,대구광역시 서구 달서천로61안길 10 비원도서관,lib0@korea.kr,
127095,서구영어도서관,,41842,053-663-3861,053-663-3869,대구광역시 서구 평리로35길 90-6,ruddlsgod@korea.kr,
127096,수성구립 무학숲도서관,,42177,053-668-1823,,대구광역시 수성구 청수로40길 73-10,klovetree82@gmail.com,
127097,꿈꾸는마을도서관 도토리,,41463,053-327-0645,--,대구광역시 북구 구암로 146 3층,dotory0908@hanmail.net,
127098,원고개도서관,,41744,053-663-3941,053-663-3949,대구광역시 서구 달서로43길 12,shin114@korea.kr,http://lib.dgs.go.kr
127099,달서영어도서관,,42818,053-667-4872,--,"대구광역시 달서구 중흥로6길 10, 달서영어도서관 (송현동)",sujeong6@korea.kr,
127100,2작전사 무열도서관,,42063,053-750-7909,,대구 수성구 무열로 사서함 503-7호,tysazz@naver.com,
127101,동일공공도서관,,41261,053-755-6003,,대구광역시 동구 장등로 8 2층,abbanore@hanmail.net,http://dongilpl.com
